name,n,n_squared,n_comparisons_total,n_comparisons_non_self,sum_scores_all,sum_scores_non_self,mean_score_all,mean_score_non_self,var_score_non_self,std_score_non_self,median_score_non_self,q25_score,q75_score,min_score,max_score,fraction_strong_binders,fraction_moderate_binders,fraction_weak_binders,log_n,sqrt_n,expected_random,enrichment_score,size_bin,z_score,effect_size,total_interactions,mean_score,std_score,median_score,high_score_interactions,medium_score_interactions,low_score_interactions,category
RANDOM_MGC_4491,12,144,12,12,-1039.2020000000002,-1039.2020000000002,-86.60016666666668,-86.60016666666668,3142.645295972223,56.05930160082467,-87.27199999999999,-119.10925,-50.544,-206.27,13.254,0.75,0.1666666666666666,0.0833333333333333,2.4849066497880004,3.4641016151377544,-30.0,2.8866722222222228,medium,-1.0096480878355083,-1.0096480878355083,12,-86.60016666666668,56.05930160082467,-87.27199999999999,9,2,1,KEGG_Random
RANDOM_MGC_7285,6,36,6,6,-524.096,-524.096,-87.34933333333333,-87.34933333333333,983.5410805555553,31.36145852085893,-79.2835,-89.18875,-64.966,-152.878,-59.967,1.0,0.0,0.0,1.791759469228055,2.449489742783178,-30.0,2.9116444444444443,small,-1.828656447696446,-1.828656447696446,6,-87.34933333333333,31.36145852085893,-79.2835,6,0,0,KEGG_Random
RANDOM_MGC_4490,12,144,12,12,-66.77600000000001,-66.77600000000001,-5.564666666666668,-5.564666666666668,752.0955830555557,27.424361123926943,2.5005,-6.26325,7.862249999999999,-89.516,17.018,0.0833333333333333,0.0,0.9166666666666666,2.4849066497880004,3.4641016151377544,-30.0,0.1854888888888889,medium,0.8910082981664876,0.8910082981664876,12,-5.564666666666668,27.424361123926943,2.5005,1,0,11,KEGG_Random
RANDOM_MGC_4517,12,144,12,12,-82.104,-82.104,-6.842,-6.842,538.5399923333333,23.206464451383656,2.9965,-18.1705,8.61175,-53.018,18.384,0.0833333333333333,0.0833333333333333,0.8333333333333334,2.4849066497880004,3.4641016151377544,-30.0,0.2280666666666666,medium,0.9979115969395,0.9979115969395,12,-6.842,23.206464451383656,2.9965,1,1,10,KEGG_Random
RANDOM_MGC_4525,12,144,12,12,105.114,105.114,8.759500000000001,8.759500000000001,80.12445641666666,8.9512265314127,9.3255,4.58225,16.4735,-11.623,20.482,0.0,0.0,1.0,2.4849066497880004,3.4641016151377544,-30.0,-0.2919833333333334,medium,4.3300769859840536,4.3300769859840536,12,8.759500000000001,8.9512265314127,9.3255,0,0,12,KEGG_Random
RANDOM_MGC_7277,6,36,6,6,-279.933,-279.933,-46.6555,-46.6555,1353.78897425,36.793871422425774,-39.355,-80.05075,-21.70525,-96.657,4.872,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.791759469228055,2.449489742783178,-30.0,1.5551833333333331,small,-0.4526704952784204,-0.4526704952784204,6,-46.6555,36.793871422425774,-39.355,2,2,2,KEGG_Random
RANDOM_MGC_7298,6,36,6,6,-132.26399999999998,-132.26399999999998,-22.044,-22.044,831.3454763333333,28.833062208744558,-26.145000000000003,-32.93025,1.3514999999999997,-71.022,15.723,0.1666666666666666,0.3333333333333333,0.5,1.791759469228055,2.449489742783178,-30.0,0.7347999999999999,small,0.2759332304838259,0.2759332304838259,6,-22.044,28.833062208744558,-26.145000000000003,1,2,3,KEGG_Random
RANDOM_MGC_7291,6,36,6,6,50.795,50.795,8.465833333333332,8.465833333333332,27.21887580555556,5.217171245565509,10.3245,5.263999999999999,12.886,-0.679,13.508,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.2821944444444444,small,7.372929030464262,7.372929030464262,6,8.465833333333332,5.217171245565509,10.3245,0,0,6,KEGG_Random
RANDOM_MGC_4489,12,144,12,12,-386.43799999999993,-386.43799999999993,-32.20316666666666,-32.20316666666666,8327.858314805551,91.2571000788736,7.5745,-5.6080000000000005,13.3195,-279.381,16.826,0.1666666666666666,0.0,0.8333333333333334,2.4849066497880004,3.4641016151377544,-30.0,1.0734388888888886,medium,-0.0241424137383552,-0.0241424137383552,12,-32.20316666666666,91.2571000788736,7.5745,2,0,10,KEGG_Random
RANDOM_MGC_7375,6,36,6,6,-133.447,-133.447,-22.24116666666667,-22.24116666666667,2177.5002508055554,46.66369306865408,-12.5705,-18.63425,8.158,-121.337,18.619,0.1666666666666666,0.0,0.8333333333333334,1.791759469228055,2.449489742783178,-30.0,0.7413722222222223,small,0.1662713090864481,0.1662713090864481,6,-22.24116666666667,46.66369306865408,-12.5705,1,0,5,KEGG_Random
