name,n,n_squared,n_comparisons_total,n_comparisons_non_self,sum_scores_all,sum_scores_non_self,mean_score_all,mean_score_non_self,var_score_non_self,std_score_non_self,median_score_non_self,q25_score,q75_score,min_score,max_score,fraction_strong_binders,fraction_moderate_binders,fraction_weak_binders,log_n,sqrt_n,expected_random,enrichment_score,size_bin,z_score,effect_size,category,foldseek_match_coverage
MGC_CANDIDATE_556,9,81,9,6,8.638,5.638,0.9597777777777777,0.9396666666666667,7.386666666666603e-05,0.008594571930391067,0.938,0.938,1.0,0.931,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.199259259259259,small,76.76679922181498,74.42682100370305,MGC,1.0
RANDOM_MGC_1827,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_543,9,81,9,6,8.198,5.1979999999999995,0.910888888888889,0.8663333333333333,0.0013250666666666689,0.0364014651719772,0.875,0.875,1.0,0.822,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.0362962962962965,small,16.78198627452961,15.557981819075557,MGC,1.0
MGC_CANDIDATE_542,9,81,9,6,8.443999999999999,5.444,0.9382222222222221,0.9073333333333333,0.0017330666666666651,0.041630117303061556,0.883,0.883,1.0,0.878,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.127407407407407,small,15.3307812605007,14.588797069968113,MGC,1.0
MGC_CANDIDATE_544,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,MGC,0.0
MGC_CANDIDATE_679,9,81,9,6,6.308,3.308,0.7008888888888889,0.5513333333333333,0.0034518666666666655,0.05875258859545395,0.518,0.517,1.0,0.509,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.3362962962962963,small,6.823340017394709,4.27782569826686,MGC,1.0
MGC_CANDIDATE_551,9,81,9,6,8.004,5.004,0.8893333333333333,0.834,0.00019760000000000033,0.014057026712644475,0.827,0.827,1.0,0.823,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.9644444444444447,small,41.92446563420275,37.98811874773349,MGC,1.0
MGC_CANDIDATE_545,9,81,9,6,6.986,3.9859999999999998,0.7762222222222221,0.6643333333333333,0.03223586666666667,0.1795434951945257,0.555,0.554,1.0,0.542,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.587407407407407,small,2.6524058791785303,2.0292204567957075,MGC,1.0
MGC_CANDIDATE_786,4,16,4,2,3.9779999999999998,1.978,0.9944999999999999,0.989,0.0,0.0,0.989,0.989,1.0,0.989,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.315,small,0.0,0.0,MGC,1.0
MGC_CANDIDATE_547,16,256,16,12,13.001999999999999,9.002,0.8126249999999999,0.7501666666666668,0.002456151515151516,0.0495595754133499,0.753,0.7364999999999999,0.8785,0.693,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,2.7087499999999998,medium,10.343611617421438,9.083343892922155,MGC,1.0
RANDOM_MGC_1884,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_1837,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_612,16,256,16,12,14.808,10.808,0.9255,0.9006666666666666,0.004010242424242424,0.06332647490775421,0.8925,0.842,0.994,0.842,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,3.085,medium,9.877385420728805,9.48523769152854,MGC,1.0
MGC_CANDIDATE_776,9,81,9,6,8.192,5.192,0.9102222222222223,0.8653333333333334,0.0028938666666666717,0.05379467135940763,0.84,0.84,1.0,0.822,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.0340740740740744,small,11.343544012849636,10.50909540010542,MGC,1.0
MGC_CANDIDATE_548,25,625,25,20,14.488999999999999,9.488999999999999,0.57956,0.4744499999999999,0.003550681578947368,0.05958759584802334,0.4765,0.464,0.602,0.363,1.0,0.36,0.64,0.0,3.2188758248682006,5.0,0.3,1.9318666666666666,medium,4.69158045431151,2.927622729484342,MGC,0.6
MGC_CANDIDATE_682,64,4096,64,56,62.016,54.016000000000005,0.969,0.9645714285714286,0.00013588571428571456,0.011657002800279091,0.964,0.958,0.97175,0.948,1.0,1.0,0.0,0.0,4.1588830833596715,8.0,0.3,3.23,large,57.39039540970025,57.01048888445986,MGC,1.0
RANDOM_MGC_1864,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_546,5,25,5,2,3.878,0.878,0.7756000000000001,0.439,5.000000000000009e-05,0.007071067811865481,0.439,0.444,1.0,0.434,1.0,0.6,0.4,0.0,1.6094379124341003,2.23606797749979,0.3,2.5853333333333337,small,67.25999702646435,19.657568516986007,MGC,0.0
MGC_CANDIDATE_610,16,256,16,12,11.768,7.768000000000001,0.7355,0.6473333333333334,0.002152060606060606,0.046390307242576076,0.636,0.6305000000000001,0.80575,0.606,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,2.451666666666667,medium,9.387736919325834,7.4871962265116885,MGC,1.0
RANDOM_MGC_1832,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_549,5,25,5,2,4.89,1.89,0.978,0.945,0.0,0.0,0.945,0.945,1.0,0.945,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.2600000000000002,small,0.0,0.0,MGC,0.6666666666666666
RANDOM_MGC_1863,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_1876,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_557,9,81,9,6,8.554,5.554,0.9504444444444444,0.9256666666666667,0.0003714666666666653,0.019273470540270253,0.924,0.924,1.0,0.905,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.1681481481481484,small,33.74817436669731,32.462584533459626,MGC,1.0
RANDOM_MGC_1870,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_554,9,81,9,6,8.606,5.606,0.9562222222222222,0.9343333333333333,2.426666666666621e-05,0.004926120853842931,0.934,0.934,1.0,0.929,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.1874074074074072,small,133.21277363917994,128.76934045141863,MGC,1.0
MGC_CANDIDATE_602,9,81,9,6,8.488,5.4879999999999995,0.943111111111111,0.9146666666666666,0.003226666666666666,0.05680375574437544,0.878,0.878,1.0,0.878,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.1437037037037037,small,11.321630104974004,10.820880743040117,MGC,1.0
RANDOM_MGC_1908,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_1856,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_606,9,81,9,6,7.928,4.928,0.8808888888888888,0.8213333333333334,0.00833146666666666,0.09127686819050411,0.768,0.768,1.0,0.757,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.9362962962962964,small,6.364031768448876,5.711560263496965,MGC,1.0
MGC_CANDIDATE_601,16,256,16,12,12.683,8.683,0.7926875,0.7235833333333334,0.0010849924242424243,0.03293922318820564,0.7315,0.71675,0.83425,0.671,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,2.642291666666667,medium,14.957471740754766,12.859542282254045,MGC,1.0
MGC_CANDIDATE_600,16,256,16,12,12.09,8.089999999999998,0.755625,0.6741666666666665,0.010957242424242427,0.10467684760367225,0.6505000000000001,0.62575,0.9145,0.576,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,2.5187500000000003,medium,4.352681709761537,3.5744930730369076,MGC,1.0
MGC_CANDIDATE_676,25,625,25,20,22.462000000000003,17.462000000000003,0.8984800000000002,0.8731000000000002,0.004962515789473684,0.0704451260874284,0.85,0.832,0.998,0.774,1.0,1.0,0.0,0.0,3.2188758248682006,5.0,0.3,2.994933333333334,medium,8.495690663641307,8.135410238158057,MGC,1.0
MGC_CANDIDATE_604,9,81,9,6,7.1579999999999995,4.1579999999999995,0.7953333333333332,0.693,0.0018271999999999987,0.04274576002365613,0.683,0.683,1.0,0.651,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.6511111111111108,small,11.587893935192835,9.193894313319214,MGC,1.0
RANDOM_MGC_1907,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_598,49,2401,49,42,32.779,25.779,0.6689591836734694,0.6137857142857143,0.01675548954703833,0.1294429972885298,0.554,0.534,0.819,0.522,1.0,1.0,0.0,0.0,3.8918202981106265,7.0,0.3,2.2298639455782316,medium,2.8503603238656128,2.424122747917237,MGC,1.0
MGC_CANDIDATE_603,25,625,25,20,15.97,10.970000000000002,0.6388,0.5485000000000001,0.007467736842105262,0.08641606819397225,0.552,0.469,0.658,0.428,1.0,0.68,0.32,0.0,3.2188758248682006,5.0,0.3,2.1293333333333337,medium,3.9205671709052856,2.875622615023506,MGC,0.8
MGC_CANDIDATE_607,8,64,8,4,5.802,1.8019999999999998,0.72525,0.45049999999999996,0.0013236666666666668,0.03638223009474085,0.45099999999999996,0.46649999999999997,1.0,0.418,1.0,0.5,0.5,0.0,2.0794415416798357,2.8284271247461903,0.3,2.4175,small,11.688398399235869,4.136634824420924,MGC,0.0
MGC_CANDIDATE_675,25,625,25,20,21.107,16.107,0.8442799999999999,0.80535,0.006897502631578947,0.08305120487734628,0.7975,0.742,0.998,0.702,1.0,1.0,0.0,0.0,3.2188758248682006,5.0,0.3,2.8142666666666667,medium,6.55354730619281,6.0848003439122085,MGC,1.0
RANDOM_MGC_1848,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_674,16,256,16,12,12.509,8.509,0.7818125,0.7090833333333334,0.0008688106060606049,0.02947559339624234,0.711,0.701,0.817,0.665,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,2.606041666666667,medium,16.34615098406885,13.878714088432394,MGC,1.0
MGC_CANDIDATE_678,9,81,9,6,5.837999999999999,2.838,0.6486666666666666,0.47300000000000003,0.008977199999999998,0.09474808705192943,0.4255,0.415,1.0,0.385,1.0,0.5555555555555556,0.4444444444444444,0.0,2.197224577336219,3.0,0.3,2.1622222222222223,small,3.6799335745487904,1.8258943835476318,MGC,0.6666666666666666
MGC_CANDIDATE_697,9,81,9,6,8.254,5.254,0.9171111111111111,0.8756666666666666,0.003317066666666666,0.057593981167016625,0.84,0.84,1.0,0.837,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.057037037037037,small,10.71485420189225,9.9952574036737,MGC,1.0
MGC_CANDIDATE_700,16,256,16,12,12.307,8.307,0.7691875,0.69225,0.08079075000000001,0.2842371369121213,0.693,0.43025,0.9895,0.394,1.0,0.625,0.375,0.0,2.772588722239781,4.0,0.3,2.5639583333333333,medium,1.6506903534743262,1.3800096787538128,MGC,0.75
MGC_CANDIDATE_611,16,256,16,12,11.712,7.712,0.732,0.6426666666666666,0.016790606060606058,0.1295785709930699,0.616,0.54025,0.8995,0.517,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,2.44,medium,3.33388458206646,2.6444701777502475,MGC,1.0
MGC_CANDIDATE_724,36,1296,36,30,24.592000000000002,18.592,0.6831111111111112,0.6197333333333332,0.02803234022988506,0.1674286123393641,0.555,0.5405,0.921,0.46,1.0,0.7777777777777778,0.2222222222222222,0.0,3.58351893845611,6.0,0.3,2.2770370370370374,medium,2.2882057359143393,1.9096696130124997,MGC,1.0
RANDOM_MGC_1850,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_702,16,256,16,12,15.616,11.616,0.976,0.968,4.945454545454554e-05,0.007032392583932266,0.9664999999999999,0.9632499999999999,0.98425,0.961,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,3.2533333333333334,medium,96.12660157007397,94.98900865208492,MGC,1.0
MGC_CANDIDATE_609,16,256,16,12,13.219999999999999,9.22,0.8262499999999999,0.7683333333333334,0.0003151515151515157,0.017752507291971906,0.77,0.7625,0.8560000000000001,0.737,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,2.7541666666666664,medium,29.64369997684678,26.381250018983213,MGC,1.0
MGC_CANDIDATE_690,4,16,4,2,3.9619999999999997,1.962,0.9904999999999999,0.981,0.0,0.0,0.981,0.981,1.0,0.981,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3016666666666667,small,0.0,0.0,MGC,1.0
RANDOM_MGC_1890,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_680,9,81,9,6,8.808,5.808,0.9786666666666667,0.968,0.0003464000000000006,0.018611824198610964,0.957,0.957,1.0,0.955,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.2622222222222224,small,36.46427450767115,35.8911621381989,MGC,1.0
MGC_CANDIDATE_673,10,100,10,6,8.045,4.045,0.8045,0.6741666666666667,0.04889136666666665,0.22111392237185484,0.535,0.535,1.0,0.525,1.0,1.0,0.0,0.0,2.3025850929940455,3.1622776601683795,0.3,2.6816666666666666,small,2.281629282264574,1.6921895403647076,MGC,0.75
MGC_CANDIDATE_779,5,25,5,2,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,MGC,0.6666666666666666
RANDOM_MGC_1853,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_726,9,81,9,6,6.268999999999999,3.269,0.6965555555555555,0.5448333333333334,0.000774966666666666,0.027838223123372405,0.5575000000000001,0.554,1.0,0.509,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.321851851851852,small,14.245002412622217,8.794862094764099,MGC,1.0
RANDOM_MGC_1357,5,25,5,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_684,16,256,16,12,15.626,11.626000000000001,0.976625,0.9688333333333334,0.00011469696969696991,0.010709667114199671,0.9664999999999999,0.9632499999999999,0.99025,0.956,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,3.2554166666666666,medium,63.17890115397522,62.451365313357364,MGC,1.0
RANDOM_MGC_1894,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_706,16,256,16,12,14.782,10.782,0.923875,0.8985,0.00967627272727272,0.09836804728809412,0.8995,0.80625,0.9955,0.802,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,3.0795833333333333,medium,6.342252562692785,6.084292781040484,MGC,1.0
MGC_CANDIDATE_689,1,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3,3.3333333333333335,small,0.0,0.0,MGC,0.0
MGC_CANDIDATE_703,25,625,25,20,24.554000000000002,19.554,0.98216,0.9776999999999999,4.611578947368429e-05,0.006790860731430463,0.976,0.976,0.992,0.969,1.0,1.0,0.0,0.0,3.2188758248682006,5.0,0.3,3.2738666666666667,medium,100.45265644202163,99.79589139022818,MGC,1.0
RANDOM_MGC_1845,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_696,9,81,9,6,8.023,5.023,0.8914444444444444,0.8371666666666666,0.002578966666666666,0.05078352751302991,0.837,0.837,1.0,0.778,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.971481481481481,small,11.646383648569767,10.577576883150579,MGC,1.0
MGC_CANDIDATE_1076,5,25,5,2,4.864,1.864,0.9728,0.932,0.0,0.0,0.932,0.932,1.0,0.932,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.2426666666666666,small,0.0,0.0,MGC,0.6666666666666666
RANDOM_MGC_1899,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_1889,5,25,5,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
RANDOM_MGC_1906,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_693,25,625,25,20,17.821,12.821000000000002,0.71284,0.6410500000000001,0.04039362894736843,0.20098166321176772,0.5535000000000001,0.544,0.991,0.46,1.0,0.76,0.24,0.0,3.2188758248682006,5.0,0.3,2.3761333333333337,medium,2.054117740905568,1.6969209755252501,MGC,1.0
MGC_CANDIDATE_1034,9,81,9,6,8.725999999999999,5.726,0.9695555555555555,0.9543333333333334,9.146666666666684e-05,0.009563820714895635,0.952,0.952,1.0,0.945,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.231851851851852,small,70.00921237604588,68.4175658284989,MGC,1.0
RANDOM_MGC_1860,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_698,9,81,9,6,8.776,5.776,0.975111111111111,0.9626666666666667,0.00032746666666666724,0.018096040082478466,0.952,0.952,1.0,0.95,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.25037037037037,small,37.307118465370166,36.61942964573201,MGC,1.0
MGC_CANDIDATE_694,4,16,4,2,3.0300000000000002,1.03,0.7575000000000001,0.515,2.0000000000000037e-06,0.0014142135623730963,0.515,0.5155000000000001,1.0,0.514,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,2.5250000000000004,small,323.50135239284526,152.0279579551076,MGC,1.0
RANDOM_MGC_1880,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_687,10,100,10,6,7.127,3.1270000000000002,0.7127,0.5211666666666667,0.07490416666666666,0.2736862558965405,0.382,0.382,1.0,0.307,1.0,0.6,0.4,0.0,2.3025850929940455,3.1622776601683795,0.3,2.3756666666666666,small,1.5079310382177533,0.8081029350274447,MGC,0.5
MGC_CANDIDATE_686,16,256,16,12,14.45,10.45,0.903125,0.8708333333333332,0.008316878787878781,0.09119692312725677,0.865,0.78625,0.9804999999999999,0.781,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,3.0104166666666665,medium,6.613435841014016,6.2593486025486715,MGC,1.0
RANDOM_MGC_1865,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_699,9,81,9,6,8.783999999999999,5.784,0.9759999999999999,0.964,0.0002912000000000006,0.01706458320616125,0.954,0.954,1.0,0.952,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.253333333333333,small,39.614211014302825,38.91100016789508,MGC,1.0
MGC_CANDIDATE_701,16,256,16,12,15.692,11.691999999999998,0.98075,0.9743333333333332,0.0001493333333333336,0.012220201853215583,0.9724999999999999,0.9655,0.9955,0.961,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,3.269166666666667,medium,55.706935791806885,55.18184899342652,MGC,1.0
MGC_CANDIDATE_688,25,625,25,20,14.932,9.931999999999999,0.59728,0.49659999999999993,0.0038561473684210522,0.0620978853780147,0.4825,0.463,0.631,0.431,1.0,0.44,0.56,0.0,3.2188758248682006,5.0,0.3,1.9909333333333334,medium,4.787280568256675,3.165969320907097,MGC,0.8
MGC_CANDIDATE_720,36,1296,36,30,26.484999999999996,20.485,0.7356944444444443,0.6828333333333333,0.018893936781609198,0.13745521736772742,0.606,0.594,0.978,0.576,1.0,1.0,0.0,0.0,3.58351893845611,6.0,0.3,2.4523148148148146,medium,3.1697192204705598,2.785149524802376,MGC,1.0
MGC_CANDIDATE_708,36,1296,36,30,33.431999999999995,27.431999999999995,0.9286666666666665,0.9143999999999999,0.0060830068965517185,0.07799363369244773,0.958,0.809,0.987,0.802,1.0,1.0,0.0,0.0,3.58351893845611,6.0,0.3,3.0955555555555554,medium,8.0604869513541,7.877566038566213,MGC,1.0
MGC_CANDIDATE_722,9,81,9,6,5.951,2.951,0.6612222222222222,0.49183333333333334,0.00013216666666666688,0.0114963762406537,0.4935,0.492,1.0,0.479,1.0,0.4444444444444444,0.5555555555555556,0.0,2.197224577336219,3.0,0.3,2.204074074074074,small,31.420528926746623,16.686417469095066,MGC,0.6666666666666666
MGC_CANDIDATE_713,9,81,9,6,6.798,3.798,0.7553333333333333,0.633,0.0017696000000000031,0.04206661384043174,0.655,0.655,1.0,0.579,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.517777777777778,small,10.824102340647539,7.916016279873273,MGC,1.0
RANDOM_MGC_1301,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_782,9,81,9,6,7.81,4.81,0.8677777777777778,0.8016666666666666,0.0019070666666666652,0.043669974429425364,0.7905,0.786,1.0,0.759,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.892592592592593,small,13.001559657319197,11.487679423247785,MGC,1.0
MGC_CANDIDATE_1105,9,81,9,6,8.318,5.318,0.9242222222222222,0.8863333333333333,0.000721066666666668,0.02685268453370478,0.869,0.869,1.0,0.869,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.080740740740741,small,23.246175682685095,21.835184955060388,MGC,1.0
MGC_CANDIDATE_715,9,81,9,6,7.547999999999999,4.548,0.8386666666666666,0.758,0.004237999999999994,0.06509992319503914,0.765,0.765,1.0,0.682,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,2.795555555555555,small,8.274459326976826,7.035338561427079,MGC,1.0
MGC_CANDIDATE_719,9,81,9,6,8.594,5.593999999999999,0.9548888888888888,0.9323333333333332,0.001460266666666665,0.03821343568257982,0.915,0.915,1.0,0.901,1.0,1.0,0.0,0.0,2.197224577336219,3.0,0.3,3.1829629629629625,small,17.13766054245235,16.54740857602584,MGC,1.0
MGC_CANDIDATE_733,16,256,16,12,13.484,9.484,0.84275,0.7903333333333333,0.0028329696969696975,0.05322564886377335,0.7695000000000001,0.76475,0.9265,0.748,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,2.8091666666666666,medium,10.19715140324778,9.212350507709187,MGC,1.0
MGC_CANDIDATE_704,25,625,25,20,24.378,19.378,0.97512,0.9689,0.00020367368421052667,0.014271428947744745,0.9715,0.963,0.992,0.943,1.0,1.0,0.0,0.0,3.2188758248682006,5.0,0.3,3.2504,medium,47.3057044583252,46.86986863398171,MGC,1.0
MGC_CANDIDATE_711,5,25,5,2,4.8420000000000005,1.842,0.9684000000000001,0.921,0.0,0.0,0.921,0.921,1.0,0.921,1.0,1.0,0.0,0.0,1.6094379124341003,2.23606797749979,0.3,3.2280000000000006,small,0.0,0.0,MGC,0.6666666666666666
RANDOM_MGC_1881,3,9,3,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0986122886681096,1.7320508075688772,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_707,16,256,16,12,14.670000000000002,10.67,0.9168750000000001,0.8891666666666667,0.007827787878787873,0.08847478668404843,0.8865000000000001,0.8077500000000001,0.994,0.802,1.0,1.0,0.0,0.0,2.772588722239781,4.0,0.3,3.0562500000000004,medium,6.972325372231947,6.659147636836185,MGC,1.0
RANDOM_MGC_1311,4,16,4,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3862943611198906,2.0,0.3,3.3333333333333335,small,0.0,0.0,RANDOM,0.0
MGC_CANDIDATE_811,36,1296,36,30,34.388,28.387999999999998,0.9552222222222222,0.9462666666666666,0.0008179264367816075,0.028599413224428355,0.925,0.921,0.982,0.915,1.0,1.0,0.0,0.0,3.58351893845611,6.0,0.3,3.1840740740740743,medium,22.910337952757725,22.597200215095818,MGC,1.0
