cluster_name,category,mean_cladepp_score,weighted_cladepp_score,positive_correlation_ratio,n_clades_analyzed,total_clades,conservation_level,cladepp_largest_clade_fraction,cladepp_multi_clade_high,cladepp_multi_clade_medium,cladepp_multi_clade_low,cladepp_conservation_consistency,cladepp_max_pair_score
MGC_CANDIDATE_39,MGC_CANDIDATE,0.256604167177164,0.2354265273444458,0.3954318974517137,96,96,Medium,0.06350131080687445,0.12280701754385964,0.41228070175438597,0.6140350877192983,0.2573159242089761,0.9951685759431036
MGC_CANDIDATE_40,MGC_CANDIDATE,0.4257319110578857,0.3770373441503474,0.5675045744861901,94,94,Medium,0.014344827586206896,0.10619469026548672,0.22123893805309736,0.336283185840708,0.0,0.9989620937177732
MGC_CANDIDATE_41,MGC_CANDIDATE,0.485795943721491,0.480512616874069,0.5148304752424689,103,103,High,0.0033351862145636463,0.10077519379844961,0.20155038759689922,0.3798449612403101,0.0,0.9937570754390328
MGC_CANDIDATE_42,MGC_CANDIDATE,0.4229047423839677,0.4045423192079408,0.3989841210995659,120,120,Medium,0.005024027959807776,0.13953488372093023,0.20930232558139536,0.4728682170542636,0.059759557233512894,0.999524855642868
MGC_CANDIDATE_43,MGC_CANDIDATE,0.3910746054831441,0.3464386416043745,0.2854453241456661,100,100,Medium,0.04824366385060027,0.10077519379844961,0.37209302325581395,0.40310077519379844,0.0,0.998294348793366
MGC_CANDIDATE_44,MGC_CANDIDATE,0.3705076001591478,0.4012808874535996,0.4776189371463909,106,106,Medium,0.0032727272727272726,0.07228915662650602,0.18072289156626506,0.5060240963855421,0.42521619226736473,0.966415190243358
MGC_CANDIDATE_45,MGC_CANDIDATE,0.2399319112682522,0.2824500713332639,0.3221958647705655,98,98,Medium,0.033854166666666664,0.078125,0.359375,0.59375,0.3820982733966657,0.995064163465768
MGC_CANDIDATE_46,MGC_CANDIDATE,0.3240692772890268,0.355263803972307,0.2426696827877242,97,97,Medium,0.00360317079029546,0.0661764705882353,0.19852941176470587,0.3088235294117647,0.0,0.999912654093584
MGC_CANDIDATE_47,MGC_CANDIDATE,0.3528151603005595,0.327405835421957,0.2841338869324779,103,103,Medium,0.011151619129315891,0.058823529411764705,0.16911764705882354,0.4264705882352941,0.0,1.0
MGC_CANDIDATE_48,MGC_CANDIDATE,0.5211348548876777,0.5185172109486947,0.566826901305249,93,93,High,0.00801952580195258,0.10576923076923077,0.16346153846153846,0.3557692307692308,0.0,0.9968997448826044
MGC_CANDIDATE_49,MGC_CANDIDATE,0.4420072683131423,0.5100953476097275,0.3244628935780256,72,72,Medium,0.0007119126720455624,0.008695652173913044,0.02608695652173913,0.10434782608695652,0.0,0.999925354019449
MGC_CANDIDATE_50,MGC_CANDIDATE,0.2083788467702728,0.1839214289686073,0.1458102043953336,100,100,Medium,0.010994263862332695,0.06493506493506493,0.15584415584415584,0.4805194805194805,0.2101035808868701,0.9987618683195664
MGC_CANDIDATE_51,MGC_CANDIDATE,0.4398409122058827,0.4742626476467935,0.3357843457086196,83,83,Medium,0.0028362089340581422,0.13114754098360656,0.2786885245901639,0.5491803278688525,0.28854077348030716,0.9981315160166746
MGC_CANDIDATE_52,MGC_CANDIDATE,0.3611943751018305,0.3088904241557282,0.2603609741383953,82,82,Medium,0.0036460865337870686,0.025,0.075,0.2833333333333333,0.0,0.9964700815577884
MGC_CANDIDATE_53,MGC_CANDIDATE,0.3288293501660692,0.3842054500344145,0.256822900746299,104,104,Medium,0.04150943396226415,0.09230769230769231,0.47692307692307695,0.676923076923077,0.20284960927322715,0.9997471123790942
MGC_CANDIDATE_54,MGC_CANDIDATE,0.4717349004324522,0.4514354624836476,0.5623353158830066,84,84,Medium,0.030691056910569104,0.14285714285714285,0.5042016806722689,0.6890756302521008,0.39862495455770053,0.9885845439716188
MGC_CANDIDATE_55,MGC_CANDIDATE,0.5182378470448009,0.6337553291213954,0.3427831990107639,101,101,High,0.035807446051695516,0.16101694915254236,0.5254237288135594,0.6864406779661016,0.44298004618201026,0.9758190623611764
MGC_CANDIDATE_56,MGC_CANDIDATE,0.5071789652099864,0.5948227261311866,0.5505273932078835,94,94,High,0.03919463087248322,0.08695652173913043,0.5478260869565217,0.8173913043478261,0.606722773236978,0.9972454316931308
MGC_CANDIDATE_57,MGC_CANDIDATE,0.3108307766746093,0.3075225888791036,0.3366255099556291,89,89,Medium,0.03745802118315681,0.04672897196261682,0.5420560747663551,0.8037383177570093,0.5702960133535422,0.9426238580682246
MGC_CANDIDATE_58,MGC_CANDIDATE,0.3696083475181003,0.3430185244030021,0.4664427239265933,109,109,Medium,0.036551550289891606,0.0891089108910891,0.5544554455445545,0.8118811881188119,0.5590025681028576,0.9956220944919196
MGC_CANDIDATE_59,MGC_CANDIDATE,0.4406371145426552,0.4492196447344248,0.4663420132557051,95,95,Medium,0.0020842982862436313,0.030303030303030304,0.15151515151515152,0.5681818181818182,0.23855456243153905,0.998909069399286
MGC_CANDIDATE_60,MGC_CANDIDATE,0.5120879545978696,0.5028622309246191,0.4742040221312563,85,85,High,0.0098754830399313,0.17557251908396945,0.4198473282442748,0.6183206106870229,0.27699995305175595,0.9991142511426976
MGC_CANDIDATE_61,MGC_CANDIDATE,0.3507595770229573,0.3366742311935898,0.2692286044789708,106,106,Medium,0.04008016032064128,0.1773049645390071,0.5602836879432624,0.6737588652482269,0.33656026301709485,0.9983545299640716
MGC_CANDIDATE_62,MGC_CANDIDATE,0.3833104194879826,0.3197532107708835,0.4823515868789278,112,112,Medium,0.011458915595304639,0.022900763358778626,0.15267175572519084,0.3893129770992366,0.0,0.9982250658875896
MGC_CANDIDATE_63,MGC_CANDIDATE,0.2812074513827314,0.2667378211967957,0.3309022598082607,82,82,Medium,0.001876172607879925,0.0,0.15151515151515152,0.48484848484848486,0.30579882415926996,0.7560277853633379
MGC_CANDIDATE_64,MGC_CANDIDATE,0.2712406853894535,0.2411199735798694,0.2219271195078321,101,101,Medium,0.009738822487826471,0.022988505747126436,0.14942528735632185,0.5632183908045977,0.04267741551700721,0.9970828195483422
MGC_CANDIDATE_65,MGC_CANDIDATE,0.4940091137035165,0.5212610131562874,0.5849002861201826,109,109,High,0.05391912131802296,0.09259259259259259,0.49074074074074076,0.7129629629629629,0.5066137125597878,0.9987692658096764
MGC_CANDIDATE_66,MGC_CANDIDATE,0.5543070191685042,0.6092427978971566,0.5097191976478929,90,90,High,0.04664660361134996,0.30434782608695654,0.5434782608695652,0.8152173913043478,0.5861656646761115,0.960268471440724
MGC_CANDIDATE_67,MGC_CANDIDATE,0.3959140775167409,0.4252387999312226,0.3958198909673414,87,87,Medium,0.05369957931205147,0.2608695652173913,0.4260869565217391,0.6956521739130435,0.39733869881997463,0.990280542417324
MGC_CANDIDATE_68,MGC_CANDIDATE,0.5151917983762254,0.5328306821906671,0.4547434275217624,93,93,High,0.007303906001905367,0.12727272727272726,0.19090909090909092,0.4818181818181818,0.12517188482460218,0.9983183476042756
MGC_CANDIDATE_69,MGC_CANDIDATE,0.4440054351777826,0.4061358978265724,0.4973896256178055,85,85,Medium,0.0013057671381936887,0.025210084033613446,0.12605042016806722,0.5042016806722689,0.3413913580833916,0.9993250255190474
MGC_CANDIDATE_70,MGC_CANDIDATE,0.3323562192142917,0.3391828416348582,0.2329370841953036,89,89,Medium,0.002863961813842482,0.06542056074766354,0.18691588785046728,0.4766355140186916,0.39129681323889187,0.99975603281928
MGC_CANDIDATE_71,MGC_CANDIDATE,0.4439787726508831,0.4791758621984462,0.4141199038442679,87,87,Medium,0.039040114613180514,0.15172413793103448,0.38620689655172413,0.5517241379310345,0.01625065143857718,0.9986730710648896
MGC_CANDIDATE_72,MGC_CANDIDATE,0.574468255221076,0.5407908824636822,0.5090128768959645,97,97,High,0.010343481654957064,0.0738255033557047,0.1476510067114094,0.4228187919463087,0.0,0.9966376343901788
MGC_CANDIDATE_73,MGC_CANDIDATE,0.3999268922627063,0.4046854792357029,0.426298088428908,102,102,Medium,0.06774898532625663,0.2903225806451613,0.4838709677419355,0.7956989247311828,0.5707911402705194,0.9906930854986806
MGC_CANDIDATE_74,MGC_CANDIDATE,0.5774189814297732,0.5690197531584337,0.6162677732538765,89,89,High,0.06591048436541999,0.05952380952380952,0.5357142857142857,0.8333333333333334,0.6503615132233687,0.9114281672291722
MGC_CANDIDATE_75,MGC_CANDIDATE,0.1133702679564473,0.1322165634340081,0.0029541752472797,101,101,Low,0.06897658004491498,0.11904761904761904,0.6309523809523809,0.8333333333333334,0.576462115608578,0.96273286810718
MGC_CANDIDATE_76,MGC_CANDIDATE,0.4950489877352123,0.5372047919722633,0.5356921266176868,87,87,High,0.020357803824799507,0.014285714285714285,0.12857142857142856,0.45714285714285713,0.04301068426825427,0.9741432592612994
MGC_CANDIDATE_77,MGC_CANDIDATE,0.4135535198676132,0.4387455300275867,0.2658811814985096,89,89,Medium,0.0011868027533823878,0.007936507936507936,0.047619047619047616,0.15873015873015872,0.0,0.8856510307025021
MGC_CANDIDATE_78,MGC_CANDIDATE,0.3707400848333352,0.3070953667770152,0.5899374019772313,106,106,Medium,0.0425531914893617,0.1485148514851485,0.4752475247524752,0.7425742574257426,0.5822901898314885,0.968266497238534
MGC_CANDIDATE_79,MGC_CANDIDATE,0.4140762701177872,0.4212330536782921,0.3629289631897773,87,87,Medium,0.011514614703277236,0.08,0.288,0.576,0.2372776587556945,0.9977476479407784
MGC_CANDIDATE_80,MGC_CANDIDATE,0.1834786073707609,0.1806344425644763,0.2884046738676552,103,103,Medium,0.0035173160173160175,0.06923076923076923,0.1,0.36923076923076925,0.0,0.985206572730074
MGC_CANDIDATE_81,MGC_CANDIDATE,0.3795383876388199,0.3733269720516882,0.3996550268954033,92,92,Medium,0.003985932004689332,0.2222222222222222,0.31746031746031744,0.6428571428571429,0.25305752564872974,0.9999681099312332
MGC_CANDIDATE_82,MGC_CANDIDATE,0.4435037841806526,0.3741658050406593,0.4676833342825697,87,87,Medium,0.04411465745070136,0.14655172413793102,0.5603448275862069,0.7586206896551724,0.5878319812897713,0.9758980929288048
MGC_CANDIDATE_83,MGC_CANDIDATE,0.5677984495618341,0.5060351158395769,0.4511910569772084,105,105,High,0.04838359730961163,0.2702702702702703,0.5225225225225225,0.7567567567567568,0.4182602882562745,0.999550861181846
MGC_CANDIDATE_84,MGC_CANDIDATE,0.3464238327934524,0.3440675449077221,0.4307679187016162,91,91,Medium,0.051170261587884354,0.21008403361344538,0.5210084033613446,0.7815126050420168,0.5118289169722484,0.9983010334515507
MGC_CANDIDATE_85,MGC_CANDIDATE,0.3142380594391454,0.3492553591654824,0.3191027726305854,100,100,Medium,0.0020799630228795934,0.09166666666666666,0.26666666666666666,0.5083333333333333,0.2825112542075623,0.9926543820408772
MGC_CANDIDATE_86,MGC_CANDIDATE,0.3482551438664749,0.3276898219638632,0.3952691127349139,104,104,Medium,0.0018789928598271326,0.1925925925925926,0.32592592592592595,0.6592592592592592,0.1282148669442561,0.9996338807461038
MGC_CANDIDATE_87,MGC_CANDIDATE,0.50541809485316,0.4852044679020563,0.4963466625686483,105,105,High,0.009483859201167245,0.14,0.49333333333333335,0.6,0.1316238760618278,0.9998452305122713
MGC_CANDIDATE_88,MGC_CANDIDATE,0.440358498061259,0.5187903976565755,0.4533628043529215,86,86,Medium,0.05066232860794794,0.1941747572815534,0.6310679611650486,0.8252427184466019,0.5904180528819236,0.9942350645366068
MGC_CANDIDATE_89,MGC_CANDIDATE,0.3451495934022354,0.3349047807088395,0.2564324339790585,92,92,Medium,0.008886565603763722,0.050505050505050504,0.1414141414141414,0.45454545454545453,0.26259154434557563,0.9889123309132708
MGC_CANDIDATE_90,MGC_CANDIDATE,0.4608213583322711,0.4548864620001538,0.4455322506491987,86,86,Medium,0.001978891820580475,0.07258064516129033,0.18548387096774194,0.43548387096774194,0.2909316754464448,0.9907372605606772
MGC_CANDIDATE_91,MGC_CANDIDATE,0.4146659002226976,0.4098870920931522,0.3726769793907631,84,84,Medium,0.0014303593777936707,0.08333333333333333,0.1736111111111111,0.3472222222222222,0.0988304134725283,0.9996748898092404
MGC_CANDIDATE_92,MGC_CANDIDATE,0.5113227294500974,0.4425239930552266,0.4407656096744859,105,105,High,0.048091771453783363,0.24166666666666667,0.5083333333333333,0.6666666666666666,0.2516742248083278,0.9966820665957664
MGC_CANDIDATE_93,MGC_CANDIDATE,0.3260423118890016,0.3446853500982073,0.3394948858584929,93,93,Medium,0.007480448826929616,0.04938271604938271,0.12345679012345678,0.5802469135802469,0.525113590893552,0.9170761731149176
MGC_CANDIDATE_94,MGC_CANDIDATE,0.3675622679423075,0.3435650052590844,0.403900963524159,100,100,Medium,0.0016539177175935497,0.0782608695652174,0.1565217391304348,0.45217391304347826,0.0,0.9873076290551924
MGC_CANDIDATE_95,MGC_CANDIDATE,0.3604152058176437,0.3593314150546996,0.3854924067906283,99,99,Medium,0.007124109486314211,0.13157894736842105,0.47368421052631576,0.7631578947368421,0.43009090774988623,0.9439300448289584
MGC_CANDIDATE_96,MGC_CANDIDATE,0.241596192252148,0.252332073866462,0.2313701127685014,86,86,Medium,0.002982848620432513,0.08737864077669903,0.18446601941747573,0.34951456310679613,0.16031507523013344,0.9837443118365649
MGC_CANDIDATE_97,MGC_CANDIDATE,0.4367397387264614,0.5215789481161036,0.4778506442294869,74,74,Medium,0.004315816197004316,0.06060606060606061,0.30303030303030304,0.42424242424242425,0.0,0.9632741216820454
MGC_CANDIDATE_98,MGC_CANDIDATE,0.4328510296847497,0.3758112176177937,0.4570674508829272,84,84,Medium,0.06707692307692308,0.2,0.58,0.71,0.3003436211935362,0.9984276867203392
MGC_CANDIDATE_99,MGC_CANDIDATE,0.4044670823416489,0.4394527644087728,0.4142198027911468,100,100,Medium,0.014404033129276198,0.10377358490566038,0.29245283018867924,0.5754716981132075,0.4584896631811676,0.9898235026450184
MGC_CANDIDATE_100,MGC_CANDIDATE,0.3778842869086962,0.4107119737267262,0.394499388905592,88,88,Medium,0.009053870529651425,0.11864406779661017,0.3644067796610169,0.576271186440678,0.22637050566675465,0.981166959701522
MGC_CANDIDATE_101,MGC_CANDIDATE,0.246935384706609,0.2311756036624399,0.3652356836834026,79,79,Medium,0.0019801980198019802,0.07216494845360824,0.1134020618556701,0.23711340206185566,0.0,0.9990258427509988
MGC_CANDIDATE_102,MGC_CANDIDATE,0.3572504337053216,0.3786677346777796,0.2367430775650566,116,116,Medium,0.052303860523038606,0.06930693069306931,0.38613861386138615,0.5445544554455446,0.31406378671597435,0.988391101247826
MGC_CANDIDATE_103,MGC_CANDIDATE,0.3658929601171812,0.4260251319331591,0.3340333431353919,88,88,Medium,0.013316261203585146,0.12612612612612611,0.3153153153153153,0.5495495495495496,0.1872447675374127,0.999833068689476
MGC_CANDIDATE_104,MGC_CANDIDATE,0.3149274508433224,0.2908364075547416,0.3487449117056097,99,99,Medium,0.058497366232326035,0.23469387755102042,0.5102040816326531,0.7040816326530612,0.24960284829133028,0.9998734491267964
MGC_CANDIDATE_105,MGC_CANDIDATE,0.3860134145762395,0.3953344726671568,0.2277398243279729,100,100,Medium,0.04029574861367837,0.15714285714285714,0.45,0.6857142857142857,0.2663810597583238,0.9989686286451418
MGC_CANDIDATE_106,MGC_CANDIDATE,0.4487092400207323,0.46687305125801,0.5869676883533393,95,95,Medium,0.0015508684863523574,0.0761904761904762,0.1523809523809524,0.47619047619047616,0.2039106353843998,0.9995237986515848
MGC_CANDIDATE_107,MGC_CANDIDATE,0.6130780164442478,0.6458273477263861,0.6385598040166959,89,89,High,0.09126810004387889,0.10526315789473684,0.5,0.7236842105263158,0.3581982708657532,0.9806650901971324
MGC_CANDIDATE_108,MGC_CANDIDATE,0.4232606794430509,0.4558217747761109,0.5189508558854249,99,99,Medium,0.012605042016806723,0.0625,0.09375,0.40625,0.0,0.8398925376095537
MGC_CANDIDATE_109,MGC_CANDIDATE,0.4324623383311545,0.4396543958213242,0.5444385261866429,101,101,Medium,0.0020768431983385254,0.05747126436781609,0.1839080459770115,0.6551724137931034,0.4335210550393097,0.9837454285050286
MGC_CANDIDATE_110,MGC_CANDIDATE,0.395643947941532,0.4159577399198088,0.4368892408325973,109,109,Medium,0.001960357220649096,0.021505376344086023,0.25806451612903225,0.3225806451612903,0.0,0.964444963069686
MGC_CANDIDATE_111,MGC_CANDIDATE,0.1911082722233363,0.173689256778112,0.0,104,104,Medium,0.039585547290116894,0.0380952380952381,0.4,0.5523809523809524,0.15613104548854206,0.9457826727456896
MGC_CANDIDATE_112,MGC_CANDIDATE,0.4009596112126818,0.4075354889174056,0.4157290333857028,101,101,Medium,0.04436676525947835,0.020618556701030927,0.30927835051546393,0.4742268041237113,0.0,0.9943301795348454
MGC_CANDIDATE_113,MGC_CANDIDATE,0.4105795302824598,0.391021932970734,0.4317682216353196,92,92,Medium,0.05079962370649106,0.12962962962962962,0.5555555555555556,0.6851851851851852,0.3390148425645956,0.9994413061241216
MGC_CANDIDATE_114,MGC_CANDIDATE,0.6770735502746181,0.5938050879703156,0.5683868747174776,102,102,High,0.005532503457814661,0.15037593984962405,0.49624060150375937,0.6616541353383458,0.2796956734467061,0.9761310753567264
MGC_CANDIDATE_115,MGC_CANDIDATE,0.3825671690057735,0.3630889701164939,0.2035998233304917,98,98,Medium,0.040221402214022144,0.12121212121212122,0.48484848484848486,0.7196969696969697,0.340898824477493,0.997257577012172
MGC_CANDIDATE_116,MGC_CANDIDATE,0.4373416002647976,0.4491260492413453,0.483508530544933,81,81,Medium,0.0016638935108153079,0.050505050505050504,0.1414141414141414,0.25252525252525254,0.15342945763505278,0.9996158647525109
MGC_CANDIDATE_117,MGC_CANDIDATE,0.4000504647396884,0.4174845550341071,0.2751314310178949,98,98,Medium,0.003674392312040701,0.06557377049180328,0.16393442622950818,0.4672131147540984,0.13634769245743483,0.9997025727391704
MGC_CANDIDATE_118,MGC_CANDIDATE,0.2742936056279939,0.2395005830410316,0.4804353265246724,92,92,Medium,0.06756756756756757,0.04040404040404041,0.2828282828282828,0.42424242424242425,0.0,0.950971511569842
MGC_CANDIDATE_119,MGC_CANDIDATE,0.5306390501297158,0.4808822619005521,0.5569527783110314,103,103,High,0.016067329762815608,0.07207207207207207,0.16216216216216217,0.40540540540540543,0.0,0.9972455251615144
MGC_CANDIDATE_120,MGC_CANDIDATE,0.4872893733249632,0.5226011037657341,0.6224405450754542,87,87,High,0.0014915832090347326,0.08148148148148149,0.17777777777777778,0.4148148148148148,0.0,0.9999239583880928
MGC_CANDIDATE_121,MGC_CANDIDATE,0.4916254429270739,0.5166072960375561,0.494741782863852,86,86,High,0.0037243947858473,0.02702702702702703,0.06756756756756757,0.24324324324324326,0.0,0.8967288920369363
