cluster_name,category,mean_cladepp_score,weighted_cladepp_score,positive_correlation_ratio,n_clades_analyzed,total_clades,conservation_level,cladepp_largest_clade_fraction,cladepp_multi_clade_high,cladepp_multi_clade_medium,cladepp_multi_clade_low,cladepp_conservation_consistency,cladepp_max_pair_score
MGC_CANDIDATE_579,MGC_CANDIDATE,0.2399247853430155,0.2724187598486122,0.3485917752273191,103,103,Medium,0.0810403316999623,0.15254237288135594,0.4406779661016949,0.6779661016949152,0.3905809364565449,0.9772392517551812
MGC_CANDIDATE_580,MGC_CANDIDATE,0.5307423233916484,0.6481282138801594,0.5364752981854266,99,99,High,0.05154639175257732,0.19753086419753085,0.49382716049382713,0.6172839506172839,0.17340663473273366,0.997687964292856
MGC_CANDIDATE_581,MGC_CANDIDATE,0.4414392515911305,0.4868263464607608,0.4105800994424961,96,96,Medium,0.03082394783639597,0.1,0.5166666666666667,0.7333333333333333,0.5080348769675445,0.9841417455096586
MGC_CANDIDATE_582,MGC_CANDIDATE,0.3578445703484011,0.3612280249431664,0.4026904765376642,100,100,Medium,0.07430129516019086,0.1518987341772152,0.4050632911392405,0.6075949367088608,0.15753231311235816,0.9767363102198632
MGC_CANDIDATE_583,MGC_CANDIDATE,0.474075508951187,0.5072280773713729,0.4964944793339886,100,100,Medium,0.0016515276630883566,0.06060606060606061,0.15151515151515152,0.3333333333333333,0.0,0.9961041089193232
MGC_CANDIDATE_584,MGC_CANDIDATE,0.6557198379305075,0.6567080876770222,0.5488000385743175,102,102,High,0.05615043092191173,0.18446601941747573,0.4174757281553398,0.5825242718446602,0.3634406577568262,0.9937532147166888
MGC_CANDIDATE_585,MGC_CANDIDATE,0.4240689676859871,0.3462099745975814,0.3919891815373826,96,96,Medium,0.05074487895716946,0.22330097087378642,0.5145631067961165,0.7766990291262136,0.45880344084947344,0.988804340590157
MGC_CANDIDATE_586,MGC_CANDIDATE,0.4314276630207072,0.4031853117599607,0.2410183837791409,94,94,Medium,0.05631220534311158,0.38461538461538464,0.5384615384615384,0.8131868131868132,0.47134903392833916,0.9956495852320713
MGC_CANDIDATE_587,MGC_CANDIDATE,0.3529568762409869,0.3193697965350933,0.3615595397008826,92,92,Medium,0.017378711078928313,0.109375,0.484375,0.625,0.34984752527810825,0.9904197240261686
MGC_CANDIDATE_588,MGC_CANDIDATE,0.3096522594263545,0.2886952719001099,0.4426650361564685,86,86,Medium,0.0026109660574412533,0.125,0.22916666666666666,0.5625,0.017867636990574365,0.9973071618333806
MGC_CANDIDATE_589,MGC_CANDIDATE,0.4959842420547568,0.5849475186560512,0.3164227283079093,104,104,High,0.0117096018735363,0.16049382716049382,0.4691358024691358,0.7901234567901234,0.45280559673524967,0.9917078208105442
MGC_CANDIDATE_590,MGC_CANDIDATE,0.3089603037067066,0.3436302762423844,0.3218231106878542,99,99,Medium,0.07512953367875648,0.13333333333333333,0.23333333333333334,0.5,0.0,0.9752868899240996
MGC_CANDIDATE_591,MGC_CANDIDATE,0.4118366957076306,0.4299939496889749,0.4786845490870829,95,95,Medium,0.07889908256880734,0.27102803738317754,0.4766355140186916,0.6074766355140186,0.1565441652334819,0.9850223092708532
MGC_CANDIDATE_592,MGC_CANDIDATE,0.3509277891537485,0.3794351607174013,0.4325634875261952,94,94,Medium,0.08645418326693227,0.18055555555555555,0.2361111111111111,0.4444444444444444,0.19026489907832977,0.9983314222364624
MGC_CANDIDATE_593,MGC_CANDIDATE,0.4570188626752748,0.3705457073371504,0.382399886593187,110,110,Medium,0.09633911368015415,0.0625,0.09375,0.3125,0.0,0.9362677492491372
MGC_CANDIDATE_594,MGC_CANDIDATE,0.4409031274763225,0.473008975124172,0.3306800545098222,85,85,Medium,0.08372093023255814,0.12359550561797752,0.34831460674157305,0.5168539325842697,0.014523055239345828,0.9922351658714936
MGC_CANDIDATE_595,MGC_CANDIDATE,0.5189631798182011,0.567726222115279,0.4602579833059477,80,80,High,0.027700831024930747,0.07291666666666667,0.28125,0.4791666666666667,0.0,0.9323950149668638
MGC_CANDIDATE_596,MGC_CANDIDATE,0.3473391813670085,0.2695439859029724,0.4664262843629537,92,92,Medium,0.0021892483580637314,0.10784313725490197,0.2647058823529412,0.6568627450980392,0.40229669356567876,1.0
MGC_CANDIDATE_597,MGC_CANDIDATE,0.3739708696759651,0.4025884951078545,0.2030153051435687,94,94,Medium,0.010512820512820513,0.07,0.32,0.42,0.0,0.9989288168033555
MGC_CANDIDATE_598,MGC_CANDIDATE,0.295355103919742,0.2532943620478118,0.173758404414561,107,107,Medium,0.016481252575195716,0.125,0.5714285714285714,0.8035714285714286,0.620170947815484,0.9860031721496356
MGC_CANDIDATE_599,MGC_CANDIDATE,0.3546278774575592,0.2847659956439113,0.308750929004981,105,105,Medium,0.011604868383809794,0.12903225806451613,0.27956989247311825,0.6881720430107527,0.3814233102257377,0.9483209979422788
MGC_CANDIDATE_600,MGC_CANDIDATE,0.4457426246786741,0.5048622809928869,0.3481755028874604,89,89,Medium,0.05850778314546431,0.1625,0.5625,0.8,0.47872292141549455,0.9953053044666024
MGC_CANDIDATE_601,MGC_CANDIDATE,0.4878500375859695,0.4387211460131099,0.4836827640445656,95,95,High,0.010507432086109688,0.06930693069306931,0.19801980198019803,0.594059405940594,0.44108631007171406,0.992941242889262
MGC_CANDIDATE_602,MGC_CANDIDATE,0.3016318655487013,0.2800366304852993,0.4430844594915767,104,104,Medium,0.004918032786885246,0.05970149253731343,0.208955223880597,0.417910447761194,0.10355839558991731,0.9762210399274296
MGC_CANDIDATE_603,MGC_CANDIDATE,0.5003392965397176,0.5498531006172895,0.3799574518588933,99,99,High,0.002676977989292088,0.16176470588235295,0.4264705882352941,0.7794117647058824,0.48482034282600406,0.96977459527687
MGC_CANDIDATE_604,MGC_CANDIDATE,0.5542402385414691,0.5373227052589534,0.5396036208916924,117,117,High,0.008857395925597875,0.1951219512195122,0.42276422764227645,0.6829268292682927,0.3710253817687611,0.9996061977107664
MGC_CANDIDATE_605,MGC_CANDIDATE,0.4497499307675084,0.4416469943313727,0.4489248338274607,87,87,Medium,0.02600743069448414,0.07042253521126761,0.39436619718309857,0.7323943661971831,0.49061442255940535,0.9151086665433148
MGC_CANDIDATE_606,MGC_CANDIDATE,0.6120366556126895,0.599668196176751,0.5785780307558934,117,117,High,0.003843689942344651,0.125,0.234375,0.359375,0.0,0.9796196515926384
MGC_CANDIDATE_607,MGC_CANDIDATE,0.3180867778194137,0.3291434351227496,0.1602442802112915,103,103,Medium,0.009649329253942103,0.03305785123966942,0.09917355371900827,0.256198347107438,0.0,0.9536566947253654
MGC_CANDIDATE_608,MGC_CANDIDATE,0.2658677934027638,0.2598502902170747,0.2020852411850748,95,95,Medium,0.009686609686609686,0.05,0.18333333333333332,0.3333333333333333,0.011490038514038181,0.9642845348006022
MGC_CANDIDATE_609,MGC_CANDIDATE,0.2066399243965155,0.208998224734239,0.1431562892415359,97,97,Medium,0.002188183807439825,0.058823529411764705,0.11764705882352941,0.37254901960784315,0.0,0.9032115096340672
MGC_CANDIDATE_610,MGC_CANDIDATE,0.5698113141441503,0.5411180024252124,0.6331617097079081,93,93,High,0.07459608112753524,0.26744186046511625,0.6162790697674418,0.7674418604651163,0.4745216862679137,0.9965758086831272
MGC_CANDIDATE_611,MGC_CANDIDATE,0.476469151289665,0.4932322694293548,0.5184270810595154,104,104,Medium,0.008870618779749026,0.08620689655172414,0.23275862068965517,0.5862068965517241,0.385814919810318,0.9584831094754908
MGC_CANDIDATE_612,MGC_CANDIDATE,0.3977356599960305,0.4102183165390023,0.2425460850429507,86,86,Medium,0.00650142218610321,0.16279069767441862,0.3372093023255814,0.7325581395348837,0.406200951406662,0.9929394742722016
MGC_CANDIDATE_613,MGC_CANDIDATE,0.434948520658868,0.5174967844068832,0.3962348848571901,97,97,Medium,0.0034602076124567475,0.06666666666666667,0.37777777777777777,0.5111111111111111,0.05982759763644874,0.9498376203208708
MGC_CANDIDATE_614,MGC_CANDIDATE,0.27908326465461,0.2684431886858493,0.2290577438362344,90,90,Medium,0.06428988895382817,0.2719298245614035,0.49122807017543857,0.6929824561403509,0.3458209192796349,0.9987542217919216
MGC_CANDIDATE_615,MGC_CANDIDATE,0.675133894539506,0.66270025621195,0.8706034229112307,95,95,High,0.053336580613735994,0.1487603305785124,0.371900826446281,0.6033057851239669,0.06584397807072961,0.9989598432885196
MGC_CANDIDATE_616,MGC_CANDIDATE,0.4182306290810527,0.4282189938887034,0.4474619471112149,87,87,Medium,0.02127659574468085,0.13829787234042554,0.3829787234042553,0.5638297872340425,0.09942235086749174,0.9968415666084716
MGC_CANDIDATE_617,MGC_CANDIDATE,0.4160318827216826,0.4561554804084978,0.3082880408186291,86,86,Medium,0.013029315960912053,0.0449438202247191,0.3707865168539326,0.7191011235955056,0.5280215747761172,0.9751095834798994
MGC_CANDIDATE_618,MGC_CANDIDATE,0.4843875185903649,0.431512496222606,0.4067077263301998,91,91,High,0.06688206785137318,0.125,0.3541666666666667,0.5520833333333334,0.11316487301858724,0.9995896962611268
MGC_CANDIDATE_619,MGC_CANDIDATE,0.4572439237996015,0.4619798973225962,0.4193893838800625,102,102,Medium,0.054859719438877755,0.14285714285714285,0.3277310924369748,0.6302521008403361,0.13807018199087873,0.9998983379508642
MGC_CANDIDATE_620,MGC_CANDIDATE,0.4287287382925556,0.3212110290630446,0.4649654958317098,111,111,Medium,0.11413043478260869,0.1875,0.6041666666666666,0.75,0.27157971574635276,0.9704202369377588
MGC_CANDIDATE_621,MGC_CANDIDATE,0.3162363828911149,0.3076495557727367,0.3647284775073387,85,85,Medium,0.01522248243559719,0.12,0.24,0.36,0.0,0.999375732577536
MGC_CANDIDATE_622,MGC_CANDIDATE,0.4561858408063819,0.5051221290245429,0.4762341050755264,89,89,Medium,0.008109104312569112,0.05952380952380952,0.2857142857142857,0.7023809523809523,0.6226193967799993,0.968930641305196
MGC_CANDIDATE_623,MGC_CANDIDATE,0.6126165166590812,0.5681318316637379,0.5916399920954548,100,100,High,0.09032258064516129,0.20618556701030927,0.5670103092783505,0.6907216494845361,0.25233750879424044,0.9998451113769092
MGC_CANDIDATE_624,MGC_CANDIDATE,0.553107083118587,0.5628880968761977,0.5395070506995528,80,80,High,0.1095890410958904,0.03125,0.265625,0.453125,0.0,0.9719950658986076
MGC_CANDIDATE_625,MGC_CANDIDATE,0.5805843968943091,0.5498769645025549,0.5676874742528972,102,102,High,0.0019398642095053346,0.1,0.24166666666666667,0.48333333333333334,0.06422442362834968,0.9931628306955816
MGC_CANDIDATE_626,MGC_CANDIDATE,0.3472061814837816,0.3173672059403933,0.1689151917551929,79,79,Medium,0.005045871559633028,0.03896103896103896,0.22077922077922077,0.44155844155844154,0.09373839084207047,0.9998717224266306
MGC_CANDIDATE_627,MGC_CANDIDATE,0.2941528254333234,0.3227293605592709,0.2880236632689553,88,88,Medium,0.004137931034482759,0.125,0.3194444444444444,0.5277777777777778,0.0,0.9566856053702656
MGC_CANDIDATE_628,MGC_CANDIDATE,0.389950230560949,0.3491903438508342,0.3322248249815117,86,86,Medium,0.0023568230025925053,0.14150943396226415,0.4716981132075472,0.660377358490566,0.2803420367909457,0.997947886204995
MGC_CANDIDATE_629,MGC_CANDIDATE,0.4100798927728162,0.4220938104021695,0.244796870694343,91,91,Medium,0.04881999074502545,0.2621359223300971,0.46601941747572817,0.6990291262135923,0.31535623521777245,0.9963505382076336
MGC_CANDIDATE_630,MGC_CANDIDATE,0.5252458393984282,0.5414418799863469,0.7670340972020766,85,85,High,0.002297970126388357,0.03488372093023256,0.09302325581395349,0.12790697674418605,0.0,1.0
MGC_CANDIDATE_631,MGC_CANDIDATE,0.2162056725646265,0.1977892838174705,0.2473360331633384,105,105,Medium,0.07317891910036925,0.3106796116504854,0.5728155339805825,0.7864077669902912,0.35519846905088726,0.9912112185820718
MGC_CANDIDATE_632,MGC_CANDIDATE,0.573527130428182,0.5824561022954704,0.5748374562560118,79,79,High,0.0024229837313949464,0.06,0.11,0.46,0.2597650815432494,0.9899796388288568
MGC_CANDIDATE_633,MGC_CANDIDATE,0.38637692404759,0.3502526970890077,0.3492641249880111,103,103,Medium,0.00975816716164616,0.15789473684210525,0.3508771929824561,0.7894736842105263,0.5233996633150715,0.914543935298236
MGC_CANDIDATE_634,MGC_CANDIDATE,0.3565588893428311,0.3751638424814034,0.4295811352076997,97,97,Medium,0.0023413111342351716,0.041666666666666664,0.0625,0.2604166666666667,0.21532771500414594,0.97832408363177
MGC_CANDIDATE_635,MGC_CANDIDATE,0.2916576247836474,0.2533062303984292,0.1754275988629459,104,104,Medium,0.02169421487603306,0.0,0.1794871794871795,0.48717948717948717,0.22665312182719843,0.7985018889718056
MGC_CANDIDATE_636,MGC_CANDIDATE,0.2203763950900861,0.2128922914354689,0.1891059658958048,93,93,Medium,0.0014749262536873156,0.012195121951219513,0.23170731707317074,0.34146341463414637,0.0,0.942440452137766
MGC_CANDIDATE_637,MGC_CANDIDATE,0.4951896177613763,0.4826726276086859,0.3999725294939689,105,105,High,0.09813084112149532,0.05405405405405406,0.32432432432432434,0.4864864864864865,0.0,0.9991844619508928
MGC_CANDIDATE_638,MGC_CANDIDATE,0.412030962561194,0.4578881684902501,0.4841872479283292,91,91,Medium,0.0037831021437578815,0.03488372093023256,0.11627906976744186,0.5348837209302325,0.007188637877380777,0.9504919705560898
MGC_CANDIDATE_639,MGC_CANDIDATE,0.2608433362187171,0.2644962664226818,0.1781692216334517,88,88,Medium,0.04952992432928228,0.06382978723404255,0.35106382978723405,0.5638297872340425,0.372326069639601,0.9932073812685208
MGC_CANDIDATE_640,MGC_CANDIDATE,0.2602757641781449,0.2851324507720803,0.3704085453415147,102,102,Medium,0.001841136244082062,0.050505050505050504,0.25252525252525254,0.3333333333333333,0.0,0.9819494816859052
MGC_CANDIDATE_641,MGC_CANDIDATE,0.3666614768487247,0.3869998607521314,0.3567339380883458,103,103,Medium,0.005654073502955538,0.125,0.23958333333333334,0.6770833333333334,0.18393456131583474,0.9966268801963728
MGC_CANDIDATE_642,MGC_CANDIDATE,0.5889944871545937,0.6212892316363858,0.6664434968372993,88,88,High,0.00473186119873817,0.020833333333333332,0.10416666666666667,0.4375,0.0,0.9991792142135232
MGC_CANDIDATE_643,MGC_CANDIDATE,0.3751113191337762,0.3626601294486278,0.4150972075708636,99,99,Medium,0.0027152831652443757,0.04395604395604396,0.12087912087912088,0.26373626373626374,0.0,1.0
MGC_CANDIDATE_644,MGC_CANDIDATE,0.237201446499202,0.2614174817303669,0.3431259298987539,111,111,Medium,0.004095398699108649,0.09649122807017543,0.32456140350877194,0.543859649122807,0.30630392298383846,0.9975551098471104
MGC_CANDIDATE_645,MGC_CANDIDATE,0.3766470941928687,0.3632320392227604,0.2831294345900164,110,110,Medium,0.0023603461841070024,0.09183673469387756,0.16326530612244897,0.6122448979591837,0.0,0.999922428599454
MGC_CANDIDATE_646,MGC_CANDIDATE,0.3736549561149833,0.3090191697359969,0.4642172746096474,105,105,Medium,0.002008032128514056,0.08247422680412371,0.14432989690721648,0.4020618556701031,0.0,0.9933768536507164
MGC_CANDIDATE_647,MGC_CANDIDATE,0.1048152712977796,0.1025639737643657,0.0,93,93,Low,0.04827343199436223,0.175,0.475,0.75,0.2895967890268716,0.9978485319723926
MGC_CANDIDATE_648,MGC_CANDIDATE,0.3978786993031746,0.4159215595076208,0.4021913755145432,89,89,Medium,0.002881844380403458,0.0891089108910891,0.19801980198019803,0.5445544554455446,0.0,0.999945940832152
MGC_CANDIDATE_649,MGC_CANDIDATE,0.3782893605998575,0.3175124190143419,0.3236971673695561,105,105,Medium,0.050748362956033674,0.13274336283185842,0.4424778761061947,0.6637168141592921,0.32928246526001603,0.9989174502788236
MGC_CANDIDATE_650,MGC_CANDIDATE,0.4811092858578081,0.4385261894863055,0.3406551474583044,90,90,High,0.002340276152586005,0.03305785123966942,0.15702479338842976,0.3305785123966942,0.0,0.9663864744202154
MGC_CANDIDATE_651,MGC_CANDIDATE,0.6089492309294388,0.5340126425057728,0.5195970184301048,98,98,High,0.056906363166063116,0.1368421052631579,0.5368421052631579,0.6736842105263158,0.11302791891019426,0.9996769996711252
MGC_CANDIDATE_652,MGC_CANDIDATE,0.5288360617768463,0.5704404993155233,0.4647704891489129,88,88,High,0.08661740558292283,0.1206896551724138,0.39655172413793105,0.6120689655172413,0.19997884910980646,0.99686277803485
MGC_CANDIDATE_653,MGC_CANDIDATE,0.3740802442174692,0.4366587305970607,0.3544250760070827,100,100,Medium,0.06315483119906869,0.1308411214953271,0.29906542056074764,0.4672897196261682,0.0,0.970480660993318
MGC_CANDIDATE_654,MGC_CANDIDATE,0.2811862767205487,0.2752898242800825,0.2287013115356294,85,85,Medium,0.009772599135500847,0.16417910447761194,0.4253731343283582,0.6417910447761194,0.23997791039219263,0.999066108511208
MGC_CANDIDATE_655,MGC_CANDIDATE,0.6892856021804095,0.7259232248188772,0.6972881995343749,98,98,High,0.004177545691906005,0.05970149253731343,0.26865671641791045,0.7014925373134329,0.5220668533636829,0.9723337493260722
MGC_CANDIDATE_656,MGC_CANDIDATE,0.4104673243322067,0.431217242484104,0.3274514927733497,95,95,Medium,0.006371271358239212,0.10227272727272728,0.25,0.7272727272727273,0.47009266536748795,0.9615730224748504
MGC_CANDIDATE_657,MGC_CANDIDATE,0.4054447584731457,0.4684426412397118,0.3577589883730123,93,93,Medium,0.003178639542275906,0.04225352112676056,0.09859154929577464,0.38028169014084506,0.0002585914380974774,0.9918793051056936
MGC_CANDIDATE_658,MGC_CANDIDATE,0.4012245278395006,0.3750425047616326,0.3723179213354144,93,93,Medium,0.020892687559354226,0.14473684210526316,0.34210526315789475,0.40789473684210525,0.0,0.9977013464266556
MGC_CANDIDATE_659,MGC_CANDIDATE,0.4258675999691551,0.4165036672686221,0.4440772222022308,95,95,Medium,0.02027027027027027,0.09090909090909091,0.12121212121212122,0.6666666666666666,0.004636079863318487,0.9798637100971992
MGC_CANDIDATE_660,MGC_CANDIDATE,0.3878904303176347,0.374672340511249,0.472775158501391,83,83,Medium,0.003727865796831314,0.04411764705882353,0.22058823529411764,0.38235294117647056,0.050416086477111266,0.974949841940712
MGC_CANDIDATE_661,MGC_CANDIDATE,0.3402808834369817,0.3428454865392925,0.4256471841435196,89,89,Medium,0.005562422744128554,0.09090909090909091,0.2878787878787879,0.6515151515151515,0.340788586807406,0.9443012039866524
MGC_CANDIDATE_662,MGC_CANDIDATE,0.3432533434164405,0.4292148549464967,0.3670017425966569,93,93,Medium,0.052875243664717346,0.09565217391304348,0.30434782608695654,0.5739130434782609,0.14313672097071894,0.9999371030312908
MGC_CANDIDATE_663,MGC_CANDIDATE,0.4002676623330458,0.4015009316384361,0.4432929639936056,101,101,Medium,0.052875243664717346,0.1388888888888889,0.5185185185185185,0.7407407407407407,0.37451127868071377,0.9987721912660256
MGC_CANDIDATE_664,MGC_CANDIDATE,0.3436341928812654,0.3142634123557007,0.3748208844658129,96,96,Medium,0.05597305001295672,0.1553398058252427,0.49514563106796117,0.7184466019417476,0.386546536885655,0.9996906940803334
MGC_CANDIDATE_665,MGC_CANDIDATE,0.3248454027011024,0.2873420910423623,0.2933811851147478,83,83,Medium,0.05828386400431732,0.12380952380952381,0.4857142857142857,0.7523809523809524,0.47412099932957374,0.9989929398677404
MGC_CANDIDATE_666,MGC_CANDIDATE,0.4157031122510313,0.4677759550596063,0.5057614125128193,89,89,Medium,0.05289978160640621,0.18269230769230768,0.4519230769230769,0.6634615384615384,0.4137353269487146,0.9979792173996516
MGC_CANDIDATE_667,MGC_CANDIDATE,0.3756230265880271,0.3433474488486631,0.2841749173396508,78,78,Medium,0.00825082508250825,0.023255813953488372,0.23255813953488372,0.4418604651162791,0.0,0.9903084567222392
MGC_CANDIDATE_668,MGC_CANDIDATE,0.5706928224338201,0.608563253901381,0.3658782756034355,96,96,High,0.0016943409013893595,0.025,0.075,0.3125,0.0,0.989743318610787
MGC_CANDIDATE_669,MGC_CANDIDATE,0.1099074482492149,0.1024371342896216,0.0057585095737793,90,90,Low,0.0033333333333333335,0.04819277108433735,0.1566265060240964,0.3493975903614458,0.0,0.9644581751832906
MGC_CANDIDATE_670,MGC_CANDIDATE,0.524948109878201,0.4584533140916227,0.6652601913886297,90,90,High,0.001896505012191818,0.053763440860215055,0.1827956989247312,0.6451612903225806,0.4787172650107109,0.9855520902244224
MGC_CANDIDATE_671,MGC_CANDIDATE,0.542090847847987,0.5748981642924748,0.5125475339982192,102,102,High,0.04499274310595065,0.17094017094017094,0.5128205128205128,0.7435897435897436,0.4345989817075794,0.9869842309035822
MGC_CANDIDATE_672,MGC_CANDIDATE,0.1739610232259362,0.1629885209842671,0.2013739238443129,105,105,Medium,0.02044153720359771,0.1864406779661017,0.423728813559322,0.7457627118644068,0.3207026892532622,0.9527684510652188
MGC_CANDIDATE_673,MGC_CANDIDATE,0.3658959458164893,0.3814620974808793,0.3385009441594688,99,99,Medium,0.014833473271760425,0.03125,0.25,0.3854166666666667,0.020136575103092635,0.9018857047766674
MGC_CANDIDATE_674,MGC_CANDIDATE,0.3627072079610667,0.3808165601067526,0.4188737408437025,104,104,Medium,0.0013259668508287293,0.07526881720430108,0.15053763440860216,0.5268817204301075,0.28129995786724815,0.9956947488833618
MGC_CANDIDATE_675,MGC_CANDIDATE,0.2478069530557936,0.2613437856484752,0.2548782196564313,100,100,Medium,0.006831006831006831,0.08256880733944955,0.4036697247706422,0.7614678899082569,0.46354547115307565,0.9873678545981373
MGC_CANDIDATE_676,MGC_CANDIDATE,0.3176401293461719,0.3091226510809999,0.3107809284229466,93,93,Medium,0.028353326063249727,0.1111111111111111,0.4777777777777778,0.7,0.4249680597170281,0.9971289720274626
MGC_CANDIDATE_677,MGC_CANDIDATE,0.2807371387378395,0.3000008595680482,0.342114972242884,96,96,Medium,0.005775991963837268,0.09433962264150944,0.4528301886792453,0.8301886792452831,0.5859607785046157,0.988438205111799
MGC_CANDIDATE_678,MGC_CANDIDATE,0.5982267921756798,0.543037599105585,0.5516589983137974,95,95,High,0.029708853238265002,0.08208955223880597,0.39552238805970147,0.5522388059701493,0.07341607177789089,0.9999217967699272
MGC_CANDIDATE_679,MGC_CANDIDATE,0.5076667338000534,0.3830807355792252,0.5448745120697586,100,100,High,0.007021650087770626,0.045454545454545456,0.125,0.5113636363636364,0.39461775063707005,0.9950831437677308
MGC_CANDIDATE_680,MGC_CANDIDATE,0.5449154600348523,0.5834351074059303,0.5274432939270707,88,88,High,0.002238805970149254,0.053763440860215055,0.1827956989247312,0.3118279569892473,0.0,1.0
MGC_CANDIDATE_681,MGC_CANDIDATE,0.4839334319023947,0.4919469100320394,0.4731908065811055,100,100,High,0.04319074188882,0.20930232558139536,0.4573643410852713,0.5581395348837209,0.0,0.9990196302443528
MGC_CANDIDATE_682,MGC_CANDIDATE,0.2786881585720092,0.2616860003310994,0.1968284086396817,86,86,Medium,0.001644736842105263,0.05063291139240506,0.2911392405063291,0.620253164556962,0.39438387019655974,0.877997726141284
MGC_CANDIDATE_683,MGC_CANDIDATE,0.3457307024695731,0.2948684346858046,0.3241351375309458,97,97,Medium,0.0020333468889792597,0.03896103896103896,0.19480519480519481,0.5454545454545454,0.23070263297328897,0.9727366185997436
MGC_CANDIDATE_684,MGC_CANDIDATE,0.4581716388401761,0.3648613971598033,0.4040473838154579,98,98,Medium,0.0033613445378151263,0.17857142857142858,0.32142857142857145,0.7261904761904762,0.4081042975542398,0.9633029544802368
MGC_CANDIDATE_685,MGC_CANDIDATE,0.2683660259938832,0.2697546416669292,0.3813580438699927,122,122,Medium,0.00731981981981982,0.11475409836065574,0.32786885245901637,0.6557377049180327,0.35378673027719343,0.9676972755815354
MGC_CANDIDATE_686,MGC_CANDIDATE,0.4829715259061178,0.5626031932822365,0.3145643595202416,88,88,High,0.002895403546869345,0.15,0.3125,0.6125,0.32957121442157566,0.9846555501721732
MGC_CANDIDATE_687,MGC_CANDIDATE,0.3772479133442628,0.3720208637215669,0.4661739024887091,99,99,Medium,0.05395325708602685,0.05172413793103448,0.1724137931034483,0.2413793103448276,0.0,0.9949861236639536
MGC_CANDIDATE_688,MGC_CANDIDATE,0.3623323724427496,0.349240021652003,0.1879066043738514,96,96,Medium,0.012065637065637066,0.03389830508474576,0.22033898305084745,0.5423728813559322,0.05104913631198227,0.9998482885635768
MGC_CANDIDATE_689,MGC_CANDIDATE,0.4827454604737672,0.4815691139391264,0.5364670242347633,113,113,High,0.010304449648711944,0.10465116279069768,0.23255813953488372,0.5,0.0,0.9783302821549528
MGC_CANDIDATE_690,MGC_CANDIDATE,0.4531688012438017,0.551923578066608,0.3693957778225589,108,108,Medium,0.0026954177897574125,0.05,0.13333333333333333,0.21666666666666667,0.0,0.9997058249280516
MGC_CANDIDATE_691,MGC_CANDIDATE,0.363868852210664,0.3912283050031262,0.4205010786274981,107,107,Medium,0.006588799041629231,0.10576923076923077,0.23076923076923078,0.38461538461538464,0.0,0.9993081901617828
MGC_CANDIDATE_692,MGC_CANDIDATE,0.5324696751930951,0.4827596240889732,0.5203337743914787,98,98,High,0.021505376344086023,0.07894736842105263,0.23684210526315788,0.3157894736842105,0.0,0.8788567885521958
MGC_CANDIDATE_693,MGC_CANDIDATE,0.2840100769691713,0.2848082561602084,0.1407747413802922,95,95,Medium,0.03259493670886076,0.056179775280898875,0.2808988764044944,0.47191011235955055,0.4074117525239842,0.9598538674296074
MGC_CANDIDATE_694,MGC_CANDIDATE,0.4722072588101188,0.4879051710644966,0.6080691127945006,105,105,Medium,0.008285302593659942,0.09375,0.19791666666666666,0.3854166666666667,0.0,0.9979049562156616
MGC_CANDIDATE_695,MGC_CANDIDATE,0.4696749295086937,0.4200613412389224,0.547339560494258,113,113,Medium,0.006016217630133403,0.018018018018018018,0.1981981981981982,0.2702702702702703,0.0,0.8949189280691116
MGC_CANDIDATE_696,MGC_CANDIDATE,0.3695712998800785,0.3976268107106497,0.4198888455799641,85,85,Medium,0.003048780487804878,0.04395604395604396,0.3076923076923077,0.6263736263736264,0.3301747445943226,0.9689056047456376
MGC_CANDIDATE_697,MGC_CANDIDATE,0.4400681521666508,0.4040789915481561,0.3760311777278644,88,88,Medium,0.03186743148502231,0.175,0.5,0.825,0.5324899016431844,0.9837678439914628
MGC_CANDIDATE_698,MGC_CANDIDATE,0.2651515043788699,0.2250885500543593,0.3462599657241165,97,97,Medium,0.0331509494689411,0.09411764705882353,0.4588235294117647,0.6823529411764706,0.42217828516207434,0.9833887686186812
MGC_CANDIDATE_699,MGC_CANDIDATE,0.5063745964300453,0.5102298061900856,0.3780494342702211,70,70,High,0.02468248262640786,0.07692307692307693,0.46153846153846156,0.6923076923076923,0.40506452514968827,0.9897512425082364
MGC_CANDIDATE_700,MGC_CANDIDATE,0.3833943530684724,0.3802445438084635,0.1606297408177394,106,106,Medium,0.0038639876352395673,0.06666666666666667,0.37777777777777777,0.6666666666666666,0.49116901895122833,0.9126519577226984
MGC_CANDIDATE_701,MGC_CANDIDATE,0.3459300170244385,0.3458946663598009,0.1896974301052183,91,91,Medium,0.006356968215158924,0.15555555555555556,0.28888888888888886,0.6111111111111112,0.33637753891616784,0.9956199789505236
MGC_CANDIDATE_702,MGC_CANDIDATE,0.520235123145311,0.480455624462091,0.4280363195126694,99,99,High,0.004319105691056911,0.10185185185185185,0.3055555555555556,0.6851851851851852,0.41262651180569854,0.9627607696234938
MGC_CANDIDATE_703,MGC_CANDIDATE,0.325788284718808,0.305422847965579,0.2503045963097547,101,101,Medium,0.004091653027823241,0.08888888888888889,0.2777777777777778,0.6555555555555556,0.29499174190880195,0.9781665084508824
