group_name,dataset_group,num_promoters,num_comparisons,similarity_score,normalized_similarity,similarity_category,size_adjustment_factor,comparison_weight,std_adjustment_factor,similarity_std,mean_proximal_similarity,mean_distal_similarity,num_tfbs_types_found,status,error_msg
RANDOM_MGC_2883,Random,3,3,36.48,32.86,Moderate Similarity,0.92,0.85,1.0,8.11,0.349,0.401,21.0,success,
RANDOM_MGC_2882,Random,5,10,50.84,50.84,High Similarity,1.0,1.0,1.0,8.19,0.483,0.567,25.0,success,
RANDOM_MGC_2887,Random,3,3,54.84,49.42,Moderate Similarity,0.92,0.85,1.0,9.22,0.54,0.567,25.0,success,
RANDOM_MGC_2884,Random,5,10,48.55,48.55,Moderate Similarity,1.0,1.0,1.0,9.6,0.478,0.503,26.0,success,
RANDOM_MGC_2885,Random,5,10,52.07,52.07,High Similarity,1.0,1.0,1.0,10.91,0.523,0.516,28.0,success,
RANDOM_MGC_2886,Random,5,10,48.52,48.52,Moderate Similarity,1.0,1.0,1.0,8.99,0.451,0.566,22.0,success,
RANDOM_MGC_2889,Random,3,3,57.55,51.85,High Similarity,0.92,0.85,1.0,10.16,0.624,0.462,21.0,success,
RANDOM_MGC_2888,Random,5,10,50.18,50.18,High Similarity,1.0,1.0,1.0,8.32,0.503,0.498,23.0,success,
RANDOM_MGC_2890,Random,5,10,56.13,56.13,High Similarity,1.0,1.0,1.0,7.82,0.559,0.566,29.0,success,
RANDOM_MGC_2891,Random,5,10,55.75,55.75,High Similarity,1.0,1.0,1.0,12.74,0.51,0.669,23.0,success,
RANDOM_MGC_2894,Random,3,3,62.86,56.63,High Similarity,0.92,0.85,1.0,9.63,0.596,0.705,23.0,success,
RANDOM_MGC_2892,Random,5,10,51.97,51.97,High Similarity,1.0,1.0,1.0,10.08,0.483,0.606,25.0,success,
RANDOM_MGC_2893,Random,5,10,51.18,51.18,High Similarity,1.0,1.0,1.0,7.18,0.478,0.591,24.0,success,
RANDOM_MGC_2895,Random,4,6,54.88,52.85,High Similarity,0.96,0.95,1.0,3.8,0.552,0.541,23.0,success,
RANDOM_MGC_2897,Random,3,3,47.08,42.42,Moderate Similarity,0.92,0.85,1.0,10.48,0.385,0.67,21.0,success,
RANDOM_MGC_2898,Random,3,3,48.68,43.86,Moderate Similarity,0.92,0.85,1.0,11.91,0.519,0.411,20.0,success,
RANDOM_MGC_2896,Random,4,6,49.08,47.26,Moderate Similarity,0.96,0.95,1.0,11.46,0.435,0.62,25.0,success,
RANDOM_MGC_2901,Random,3,3,43.88,39.54,Moderate Similarity,0.92,0.85,1.0,2.62,0.411,0.504,23.0,success,
RANDOM_MGC_2899,Random,4,6,48.3,46.52,Moderate Similarity,0.96,0.95,1.0,4.34,0.469,0.515,24.0,success,
RANDOM_MGC_2900,Random,4,6,50.47,48.6,Moderate Similarity,0.96,0.95,1.0,6.82,0.471,0.583,24.0,success,
RANDOM_MGC_2902,Random,3,3,53.6,48.3,Moderate Similarity,0.92,0.85,1.0,7.79,0.473,0.682,18.0,success,
RANDOM_MGC_2904,Random,4,6,47.67,45.91,Moderate Similarity,0.96,0.95,1.0,8.05,0.456,0.525,24.0,success,
RANDOM_MGC_2903,Random,5,10,57.56,57.56,High Similarity,1.0,1.0,1.0,7.34,0.567,0.595,25.0,success,
RANDOM_MGC_2906,Random,4,6,58.3,56.14,High Similarity,0.96,0.95,1.0,6.1,0.597,0.551,23.0,success,
RANDOM_MGC_2905,Random,5,10,53.74,53.74,High Similarity,1.0,1.0,1.0,6.99,0.557,0.492,26.0,success,
RANDOM_MGC_2908,Random,4,6,47.41,45.65,Moderate Similarity,0.96,0.95,1.0,6.04,0.422,0.595,21.0,success,
RANDOM_MGC_2907,Random,5,10,50.61,50.61,High Similarity,1.0,1.0,1.0,8.76,0.47,0.591,22.0,success,
RANDOM_MGC_2909,Random,4,6,48.5,46.71,Moderate Similarity,0.96,0.95,1.0,9.46,0.46,0.542,26.0,success,
RANDOM_MGC_2911,Random,3,3,55.52,50.02,High Similarity,0.92,0.85,1.0,10.49,0.523,0.63,22.0,success,
RANDOM_MGC_2910,Random,4,6,52.47,50.53,High Similarity,0.96,0.95,1.0,7.56,0.493,0.598,23.0,success,
RANDOM_MGC_2914,Random,4,6,56.81,54.71,High Similarity,0.96,0.95,1.0,10.95,0.56,0.587,21.0,success,
RANDOM_MGC_2915,Random,3,3,60.59,54.59,High Similarity,0.92,0.85,1.0,8.22,0.557,0.72,21.0,success,
RANDOM_MGC_2912,Random,5,10,44.7,44.26,Moderate Similarity,1.0,1.0,0.95,15.8,0.404,0.548,23.0,success,
RANDOM_MGC_2913,Random,5,10,49.43,49.43,Moderate Similarity,1.0,1.0,1.0,6.22,0.478,0.531,27.0,success,
RANDOM_MGC_2917,Random,3,3,64.0,57.66,High Similarity,0.92,0.85,1.0,6.64,0.633,0.656,25.0,success,
RANDOM_MGC_2916,Random,4,6,55.59,53.53,High Similarity,0.96,0.95,1.0,8.18,0.527,0.624,26.0,success,
RANDOM_MGC_2918,Random,3,3,62.48,56.3,High Similarity,0.92,0.85,1.0,5.49,0.582,0.724,24.0,success,
RANDOM_MGC_2919,Random,4,6,38.16,36.37,Moderate Similarity,0.96,0.95,0.95,19.74,0.429,0.271,22.0,success,
RANDOM_MGC_2922,Random,3,3,54.18,48.82,Moderate Similarity,0.92,0.85,1.0,3.16,0.557,0.507,24.0,success,
RANDOM_MGC_2921,Random,4,6,59.31,57.12,High Similarity,0.96,0.95,1.0,6.44,0.595,0.588,23.0,success,
RANDOM_MGC_2920,Random,4,6,57.12,55.01,High Similarity,0.96,0.95,1.0,5.46,0.582,0.546,25.0,success,
RANDOM_MGC_2924,Random,3,3,45.7,41.18,Moderate Similarity,0.92,0.85,1.0,12.05,0.423,0.537,21.0,success,
RANDOM_MGC_2923,Random,4,6,47.88,46.11,Moderate Similarity,0.96,0.95,1.0,8.9,0.468,0.505,25.0,success,
RANDOM_MGC_2925,Random,3,3,43.73,39.4,Moderate Similarity,0.92,0.85,1.0,5.31,0.37,0.594,24.0,success,
RANDOM_MGC_2928,Random,4,6,57.53,55.4,High Similarity,0.96,0.95,1.0,5.66,0.584,0.554,22.0,success,
RANDOM_MGC_2926,Random,5,10,60.0,60.0,High Similarity,1.0,1.0,1.0,7.24,0.616,0.562,26.0,success,
RANDOM_MGC_2929,Random,4,6,45.68,43.99,Moderate Similarity,0.96,0.95,1.0,10.0,0.4,0.589,24.0,success,
RANDOM_MGC_2930,Random,4,6,46.86,45.13,Moderate Similarity,0.96,0.95,1.0,7.04,0.428,0.563,23.0,success,
RANDOM_MGC_2931,Random,3,3,69.65,62.75,High Similarity,0.92,0.85,1.0,0.51,0.707,0.672,22.0,success,
RANDOM_MGC_2927,Random,5,10,49.69,49.69,Moderate Similarity,1.0,1.0,1.0,6.93,0.488,0.518,26.0,success,
RANDOM_MGC_2932,Random,3,3,57.56,51.86,High Similarity,0.92,0.85,1.0,9.91,0.569,0.591,20.0,success,
RANDOM_MGC_2937,Random,3,3,51.98,46.84,Moderate Similarity,0.92,0.85,1.0,7.09,0.482,0.609,24.0,success,
RANDOM_MGC_2936,Random,4,6,51.14,49.25,Moderate Similarity,0.96,0.95,1.0,5.93,0.491,0.558,24.0,success,
RANDOM_MGC_2934,Random,5,10,50.05,50.05,High Similarity,1.0,1.0,1.0,5.31,0.508,0.483,25.0,success,
RANDOM_MGC_2933,Random,5,10,48.19,48.19,Moderate Similarity,1.0,1.0,1.0,14.26,0.454,0.547,25.0,success,
RANDOM_MGC_2938,Random,3,3,51.3,46.22,Moderate Similarity,0.92,0.85,1.0,10.66,0.518,0.5,22.0,success,
RANDOM_MGC_2935,Random,5,10,50.29,50.29,High Similarity,1.0,1.0,1.0,10.46,0.489,0.535,27.0,success,
RANDOM_MGC_2939,Random,4,6,52.02,50.1,High Similarity,0.96,0.95,1.0,13.68,0.508,0.549,26.0,success,
RANDOM_MGC_2942,Random,3,3,40.74,36.71,Moderate Similarity,0.92,0.85,1.0,2.5,0.365,0.507,23.0,success,
RANDOM_MGC_2940,Random,4,6,53.7,51.72,High Similarity,0.96,0.95,1.0,6.74,0.483,0.663,25.0,success,
RANDOM_MGC_2944,Random,4,6,61.19,58.93,High Similarity,0.96,0.95,1.0,7.38,0.65,0.524,22.0,success,
RANDOM_MGC_2941,Random,5,10,49.04,49.04,Moderate Similarity,1.0,1.0,1.0,7.61,0.439,0.61,23.0,success,
RANDOM_MGC_2943,Random,5,10,44.25,44.25,Moderate Similarity,1.0,1.0,1.0,8.64,0.415,0.507,27.0,success,
RANDOM_MGC_2947,Random,3,3,57.14,51.48,High Similarity,0.92,0.85,1.0,8.45,0.61,0.481,21.0,success,
RANDOM_MGC_2945,Random,4,6,57.63,55.5,High Similarity,0.96,0.95,1.0,7.14,0.549,0.64,26.0,success,
RANDOM_MGC_2946,Random,4,6,61.81,59.52,High Similarity,0.96,0.95,1.0,7.04,0.612,0.631,23.0,success,
RANDOM_MGC_2949,Random,4,6,51.93,50.01,High Similarity,0.96,0.95,1.0,9.13,0.476,0.62,24.0,success,
RANDOM_MGC_2948,Random,5,10,50.17,50.17,High Similarity,1.0,1.0,1.0,5.24,0.446,0.632,26.0,success,
RANDOM_MGC_2953,Random,3,3,51.19,46.13,Moderate Similarity,0.92,0.85,1.0,6.5,0.478,0.592,23.0,success,
RANDOM_MGC_2950,Random,5,10,51.73,51.73,High Similarity,1.0,1.0,1.0,7.21,0.481,0.602,24.0,success,
RANDOM_MGC_2952,Random,4,6,51.87,49.95,Moderate Similarity,0.96,0.95,1.0,9.03,0.498,0.567,23.0,success,
RANDOM_MGC_2951,Random,5,10,52.75,52.75,High Similarity,1.0,1.0,1.0,9.68,0.514,0.56,23.0,success,
RANDOM_MGC_2954,Random,3,3,39.55,35.63,Moderate Similarity,0.92,0.85,1.0,4.98,0.345,0.514,21.0,success,
RANDOM_MGC_2955,Random,4,6,48.72,46.91,Moderate Similarity,0.96,0.95,1.0,11.73,0.461,0.547,20.0,success,
RANDOM_MGC_2959,Random,3,3,61.03,54.99,High Similarity,0.92,0.85,1.0,4.98,0.618,0.593,23.0,success,
RANDOM_MGC_2956,Random,5,10,50.73,50.73,High Similarity,1.0,1.0,1.0,10.2,0.487,0.554,23.0,success,
RANDOM_MGC_2958,Random,5,10,47.32,47.32,Moderate Similarity,1.0,1.0,1.0,8.51,0.422,0.592,25.0,success,
RANDOM_MGC_2957,Random,5,10,52.11,52.11,High Similarity,1.0,1.0,1.0,11.17,0.503,0.563,25.0,success,
RANDOM_MGC_2961,Random,4,6,31.03,29.58,Low Similarity,0.96,0.95,0.95,17.77,0.337,0.249,24.0,success,
RANDOM_MGC_2960,Random,5,10,54.77,54.77,High Similarity,1.0,1.0,1.0,12.25,0.533,0.581,28.0,success,
RANDOM_MGC_2962,Random,4,6,54.16,52.16,High Similarity,0.96,0.95,1.0,5.14,0.494,0.653,23.0,success,
RANDOM_MGC_2964,Random,3,3,52.32,47.14,Moderate Similarity,0.92,0.85,1.0,6.34,0.468,0.653,20.0,success,
RANDOM_MGC_2965,Random,4,6,52.74,50.78,High Similarity,0.96,0.95,1.0,8.74,0.508,0.572,26.0,success,
RANDOM_MGC_2963,Random,5,10,44.23,44.23,Moderate Similarity,1.0,1.0,1.0,11.4,0.423,0.486,26.0,success,
RANDOM_MGC_3491,Random,5,10,68.57,68.57,High Similarity,1.0,1.0,1.0,6.04,0.658,0.75,22.0,success,
RANDOM_MGC_3492,Random,5,10,71.52,71.52,Very High Similarity,1.0,1.0,1.0,7.56,0.724,0.696,25.0,success,
RANDOM_MGC_3493,Random,4,6,61.44,59.16,High Similarity,0.96,0.95,1.0,3.7,0.601,0.646,24.0,success,
RANDOM_MGC_3494,Random,5,10,63.81,63.81,High Similarity,1.0,1.0,1.0,9.1,0.61,0.704,21.0,success,
RANDOM_MGC_3496,Random,4,6,71.11,68.48,High Similarity,0.96,0.95,1.0,3.96,0.71,0.713,24.0,success,
RANDOM_MGC_3497,Random,3,3,55.99,50.45,High Similarity,0.92,0.85,1.0,3.66,0.531,0.627,21.0,success,
RANDOM_MGC_3495,Random,5,10,65.46,65.46,High Similarity,1.0,1.0,1.0,4.49,0.642,0.683,25.0,success,
RANDOM_MGC_3499,Random,3,3,63.92,57.6,High Similarity,0.92,0.85,1.0,5.24,0.596,0.74,25.0,success,
RANDOM_MGC_3498,Random,5,10,64.14,64.14,High Similarity,1.0,1.0,1.0,7.07,0.609,0.717,21.0,success,
RANDOM_MGC_3503,Random,3,3,71.66,64.56,High Similarity,0.92,0.85,1.0,3.76,0.711,0.73,23.0,success,
RANDOM_MGC_3501,Random,4,6,68.01,65.49,High Similarity,0.96,0.95,1.0,3.53,0.677,0.688,19.0,success,
RANDOM_MGC_3500,Random,4,6,63.72,61.37,High Similarity,0.96,0.95,1.0,6.47,0.601,0.723,25.0,success,
RANDOM_MGC_3502,Random,4,6,70.62,68.01,High Similarity,0.96,0.95,1.0,4.27,0.671,0.788,21.0,success,
RANDOM_MGC_3504,Random,4,6,62.08,59.78,High Similarity,0.96,0.95,1.0,2.93,0.591,0.689,27.0,success,
RANDOM_MGC_3507,Random,3,3,69.73,62.83,High Similarity,0.92,0.85,1.0,1.3,0.65,0.807,20.0,success,
RANDOM_MGC_3508,Random,3,3,60.47,54.49,High Similarity,0.92,0.85,1.0,5.88,0.557,0.716,18.0,success,
RANDOM_MGC_3506,Random,4,6,63.29,60.95,High Similarity,0.96,0.95,1.0,4.36,0.644,0.606,23.0,success,
RANDOM_MGC_3505,Random,5,10,64.57,64.57,High Similarity,1.0,1.0,1.0,4.5,0.619,0.707,24.0,success,
RANDOM_MGC_3509,Random,5,10,68.15,68.15,High Similarity,1.0,1.0,1.0,4.48,0.678,0.69,24.0,success,
RANDOM_MGC_3510,Random,5,10,63.7,63.7,High Similarity,1.0,1.0,1.0,7.25,0.612,0.696,21.0,success,
RANDOM_MGC_3512,Random,4,6,66.19,63.74,High Similarity,0.96,0.95,1.0,6.9,0.652,0.684,24.0,success,
RANDOM_MGC_3511,Random,5,10,62.75,62.75,High Similarity,1.0,1.0,1.0,5.11,0.617,0.651,29.0,success,
RANDOM_MGC_3515,Random,3,3,67.48,60.8,High Similarity,0.92,0.85,1.0,6.29,0.702,0.611,19.0,success,
RANDOM_MGC_3514,Random,5,10,71.45,71.45,Very High Similarity,1.0,1.0,1.0,6.19,0.723,0.695,22.0,success,
RANDOM_MGC_3513,Random,5,10,68.37,68.37,High Similarity,1.0,1.0,1.0,4.66,0.679,0.695,28.0,success,
RANDOM_MGC_3516,Random,4,6,68.4,65.87,High Similarity,0.96,0.95,1.0,3.18,0.653,0.757,19.0,success,
RANDOM_MGC_3517,Random,4,6,62.45,60.14,High Similarity,0.96,0.95,1.0,6.7,0.591,0.703,25.0,success,
RANDOM_MGC_3518,Random,4,6,59.12,56.93,High Similarity,0.96,0.95,1.0,12.0,0.577,0.625,22.0,success,
RANDOM_MGC_3522,Random,3,3,63.36,57.09,High Similarity,0.92,0.85,1.0,5.97,0.627,0.65,24.0,success,
RANDOM_MGC_3523,Random,3,3,67.24,60.58,High Similarity,0.92,0.85,1.0,6.61,0.651,0.722,19.0,success,
RANDOM_MGC_3520,Random,5,10,65.67,65.67,High Similarity,1.0,1.0,1.0,4.93,0.637,0.702,24.0,success,
RANDOM_MGC_3519,Random,5,10,65.91,65.91,High Similarity,1.0,1.0,1.0,7.78,0.629,0.729,21.0,success,
RANDOM_MGC_3521,Random,5,10,69.08,69.08,High Similarity,1.0,1.0,1.0,7.02,0.654,0.777,18.0,success,
RANDOM_MGC_3527,Random,3,3,62.21,56.05,High Similarity,0.92,0.85,1.0,1.91,0.588,0.702,19.0,success,
RANDOM_MGC_3524,Random,5,10,63.93,63.93,High Similarity,1.0,1.0,1.0,7.22,0.597,0.737,25.0,success,
RANDOM_MGC_3528,Random,4,6,68.57,66.03,High Similarity,0.96,0.95,1.0,4.88,0.671,0.72,23.0,success,
RANDOM_MGC_3525,Random,5,10,63.77,63.77,High Similarity,1.0,1.0,1.0,4.14,0.656,0.595,27.0,success,
RANDOM_MGC_3526,Random,5,10,68.57,68.57,High Similarity,1.0,1.0,1.0,3.6,0.699,0.654,23.0,success,
RANDOM_MGC_3529,Random,4,6,62.69,60.38,High Similarity,0.96,0.95,1.0,8.27,0.59,0.712,22.0,success,
RANDOM_MGC_3531,Random,4,6,66.95,64.47,High Similarity,0.96,0.95,1.0,7.88,0.664,0.682,22.0,success,
RANDOM_MGC_3530,Random,5,10,60.45,60.45,High Similarity,1.0,1.0,1.0,6.53,0.602,0.611,29.0,success,
RANDOM_MGC_3532,Random,4,6,66.95,64.48,High Similarity,0.96,0.95,1.0,6.36,0.637,0.745,25.0,success,
RANDOM_MGC_3533,Random,5,10,65.73,65.73,High Similarity,1.0,1.0,1.0,7.9,0.656,0.66,23.0,success,
RANDOM_MGC_3534,Random,5,10,67.15,67.15,High Similarity,1.0,1.0,1.0,6.83,0.662,0.694,24.0,success,
RANDOM_MGC_3535,Random,5,10,71.29,71.29,Very High Similarity,1.0,1.0,1.0,5.57,0.702,0.739,25.0,success,
RANDOM_MGC_3536,Random,4,6,64.63,62.24,High Similarity,0.96,0.95,1.0,7.64,0.655,0.625,25.0,success,
RANDOM_MGC_3537,Random,4,6,64.59,62.2,High Similarity,0.96,0.95,1.0,6.21,0.635,0.671,23.0,success,
RANDOM_MGC_3538,Random,5,10,67.56,67.56,High Similarity,1.0,1.0,1.0,5.89,0.699,0.621,23.0,success,
RANDOM_MGC_3542,Random,3,3,44.77,40.33,Moderate Similarity,0.92,0.85,1.0,12.44,0.478,0.376,22.0,success,
RANDOM_MGC_3540,Random,4,6,68.03,65.52,High Similarity,0.96,0.95,1.0,4.33,0.649,0.753,23.0,success,
RANDOM_MGC_3543,Random,3,3,70.47,63.49,High Similarity,0.92,0.85,1.0,3.44,0.727,0.653,21.0,success,
RANDOM_MGC_3539,Random,5,10,62.61,62.61,High Similarity,1.0,1.0,1.0,5.02,0.609,0.666,26.0,success,
RANDOM_MGC_3541,Random,5,10,71.85,71.85,Very High Similarity,1.0,1.0,1.0,4.27,0.714,0.728,20.0,success,
RANDOM_MGC_3544,Random,4,6,66.97,64.5,High Similarity,0.96,0.95,1.0,7.38,0.661,0.691,23.0,success,
RANDOM_MGC_3546,Random,3,3,72.85,65.64,High Similarity,0.92,0.85,1.0,2.59,0.776,0.619,23.0,success,
RANDOM_MGC_3545,Random,4,6,70.48,67.87,High Similarity,0.96,0.95,1.0,8.63,0.698,0.72,20.0,success,
RANDOM_MGC_3547,Random,4,6,66.92,64.44,High Similarity,0.96,0.95,1.0,4.92,0.671,0.666,18.0,success,
RANDOM_MGC_3548,Random,4,6,67.97,65.46,High Similarity,0.96,0.95,1.0,5.81,0.714,0.6,24.0,success,
RANDOM_MGC_3551,Random,4,6,67.36,64.87,High Similarity,0.96,0.95,1.0,5.42,0.657,0.712,24.0,success,
RANDOM_MGC_3549,Random,4,6,70.03,67.44,High Similarity,0.96,0.95,1.0,5.18,0.678,0.752,20.0,success,
RANDOM_MGC_3553,Random,3,3,61.94,55.81,High Similarity,0.92,0.85,1.0,3.37,0.579,0.714,24.0,success,
RANDOM_MGC_3550,Random,5,10,66.39,66.39,High Similarity,1.0,1.0,1.0,2.62,0.666,0.659,26.0,success,
RANDOM_MGC_3552,Random,5,10,69.62,69.62,High Similarity,1.0,1.0,1.0,4.49,0.695,0.7,24.0,success,
RANDOM_MGC_3554,Random,4,6,69.29,66.73,High Similarity,0.96,0.95,1.0,7.89,0.711,0.652,22.0,success,
RANDOM_MGC_3557,Random,4,6,73.71,70.98,Very High Similarity,0.96,0.95,1.0,2.8,0.749,0.709,23.0,success,
RANDOM_MGC_3556,Random,4,6,69.23,66.67,High Similarity,0.96,0.95,1.0,6.79,0.665,0.756,20.0,success,
RANDOM_MGC_3555,Random,4,6,66.61,64.14,High Similarity,0.96,0.95,1.0,8.06,0.634,0.741,20.0,success,
RANDOM_MGC_3560,Random,3,3,62.35,56.18,High Similarity,0.92,0.85,1.0,6.3,0.622,0.628,21.0,success,
RANDOM_MGC_3559,Random,4,6,65.68,63.25,High Similarity,0.96,0.95,1.0,7.28,0.629,0.721,19.0,success,
RANDOM_MGC_3558,Random,5,10,66.3,66.3,High Similarity,1.0,1.0,1.0,4.85,0.643,0.709,25.0,success,
RANDOM_MGC_3561,Random,3,3,69.13,62.28,High Similarity,0.92,0.85,1.0,5.5,0.695,0.682,24.0,success,
RANDOM_MGC_3563,Random,3,3,60.89,54.86,High Similarity,0.92,0.85,1.0,8.82,0.613,0.599,16.0,success,
RANDOM_MGC_3562,Random,4,6,67.73,65.22,High Similarity,0.96,0.95,1.0,3.26,0.648,0.745,20.0,success,
RANDOM_MGC_3564,Random,4,6,67.02,64.54,High Similarity,0.96,0.95,1.0,2.69,0.685,0.636,20.0,success,
RANDOM_MGC_3565,Random,4,6,65.1,62.69,High Similarity,0.96,0.95,1.0,7.72,0.609,0.749,20.0,success,
RANDOM_MGC_3566,Random,4,6,68.82,66.27,High Similarity,0.96,0.95,1.0,8.57,0.679,0.71,23.0,success,
RANDOM_MGC_3569,Random,3,3,66.78,60.17,High Similarity,0.92,0.85,1.0,3.82,0.628,0.761,20.0,success,
RANDOM_MGC_3567,Random,5,10,62.56,62.56,High Similarity,1.0,1.0,1.0,8.06,0.622,0.633,25.0,success,
RANDOM_MGC_3568,Random,5,10,70.45,70.45,Very High Similarity,1.0,1.0,1.0,3.55,0.684,0.752,22.0,success,
RANDOM_MGC_3571,Random,3,3,66.1,59.56,High Similarity,0.92,0.85,1.0,3.47,0.625,0.745,21.0,success,
RANDOM_MGC_3572,Random,3,3,65.8,59.29,High Similarity,0.92,0.85,1.0,3.97,0.671,0.627,24.0,success,
RANDOM_MGC_3570,Random,5,10,65.07,65.07,High Similarity,1.0,1.0,1.0,3.86,0.619,0.725,21.0,success,
RANDOM_MGC_3573,Random,3,3,67.47,60.79,High Similarity,0.92,0.85,1.0,4.55,0.647,0.739,23.0,success,
RANDOM_MGC_3575,Random,3,3,69.23,62.38,High Similarity,0.92,0.85,1.0,11.05,0.704,0.665,19.0,success,
RANDOM_MGC_3574,Random,5,10,65.37,65.37,High Similarity,1.0,1.0,1.0,3.92,0.623,0.725,24.0,success,
RANDOM_MGC_3576,Random,5,10,67.81,67.81,High Similarity,1.0,1.0,1.0,4.35,0.623,0.806,21.0,success,
RANDOM_MGC_3580,Random,3,3,64.16,57.81,High Similarity,0.92,0.85,1.0,8.12,0.637,0.653,20.0,success,
RANDOM_MGC_3577,Random,5,10,64.37,64.37,High Similarity,1.0,1.0,1.0,9.49,0.611,0.719,21.0,success,
RANDOM_MGC_3578,Random,4,6,63.66,61.3,High Similarity,0.96,0.95,1.0,10.05,0.629,0.654,24.0,success,
RANDOM_MGC_3579,Random,4,6,73.0,70.3,Very High Similarity,0.96,0.95,1.0,6.35,0.747,0.691,26.0,success,
RANDOM_MGC_3581,Random,3,3,61.9,55.77,High Similarity,0.92,0.85,1.0,3.92,0.58,0.711,20.0,success,
RANDOM_MGC_3585,Random,3,3,58.28,52.51,High Similarity,0.92,0.85,1.0,4.45,0.551,0.658,21.0,success,
RANDOM_MGC_3582,Random,4,6,66.89,64.42,High Similarity,0.96,0.95,1.0,6.45,0.678,0.648,23.0,success,
RANDOM_MGC_3584,Random,4,6,66.45,63.99,High Similarity,0.96,0.95,1.0,6.16,0.645,0.709,23.0,success,
RANDOM_MGC_3583,Random,5,10,65.35,65.35,High Similarity,1.0,1.0,1.0,4.71,0.647,0.668,23.0,success,
RANDOM_MGC_3588,Random,3,3,62.51,56.32,High Similarity,0.92,0.85,1.0,5.11,0.633,0.606,20.0,success,
RANDOM_MGC_3587,Random,5,10,68.53,68.53,High Similarity,1.0,1.0,1.0,4.63,0.67,0.72,26.0,success,
RANDOM_MGC_3586,Random,5,10,63.75,63.75,High Similarity,1.0,1.0,1.0,5.79,0.6,0.725,24.0,success,
RANDOM_MGC_3589,Random,5,10,62.34,62.34,High Similarity,1.0,1.0,1.0,5.96,0.6,0.679,25.0,success,
RANDOM_MGC_3590,Random,5,10,66.11,66.11,High Similarity,1.0,1.0,1.0,5.13,0.662,0.66,24.0,success,
RANDOM_MGC_3591,Random,5,10,65.2,65.2,High Similarity,1.0,1.0,1.0,2.65,0.647,0.664,26.0,success,
RANDOM_MGC_3593,Random,5,10,61.43,61.43,High Similarity,1.0,1.0,1.0,5.03,0.573,0.711,26.0,success,
RANDOM_MGC_3592,Random,5,10,66.59,66.59,High Similarity,1.0,1.0,1.0,6.9,0.646,0.711,25.0,success,
RANDOM_MGC_3594,Random,5,10,67.2,67.2,High Similarity,1.0,1.0,1.0,4.98,0.642,0.743,24.0,success,
RANDOM_MGC_3596,Random,4,6,62.32,60.02,High Similarity,0.96,0.95,1.0,3.94,0.615,0.643,28.0,success,
RANDOM_MGC_3597,Random,4,6,64.39,62.01,High Similarity,0.96,0.95,1.0,5.6,0.649,0.632,24.0,success,
RANDOM_MGC_3595,Random,5,10,68.3,68.3,High Similarity,1.0,1.0,1.0,5.27,0.672,0.708,23.0,success,
RANDOM_MGC_3598,Random,4,6,66.86,64.39,High Similarity,0.96,0.95,1.0,5.36,0.675,0.654,23.0,success,
RANDOM_MGC_3600,Random,4,6,64.6,62.21,High Similarity,0.96,0.95,1.0,4.84,0.623,0.7,19.0,success,
RANDOM_MGC_3599,Random,5,10,60.81,60.81,High Similarity,1.0,1.0,1.0,5.4,0.569,0.699,26.0,success,
RANDOM_MGC_3603,Random,3,3,68.97,62.14,High Similarity,0.92,0.85,1.0,4.98,0.672,0.731,20.0,success,
RANDOM_MGC_3601,Random,5,10,61.14,61.14,High Similarity,1.0,1.0,1.0,7.74,0.606,0.625,28.0,success,
RANDOM_MGC_3602,Random,5,10,66.95,66.95,High Similarity,1.0,1.0,1.0,7.39,0.646,0.725,21.0,success,
RANDOM_MGC_3604,Random,5,10,66.02,66.02,High Similarity,1.0,1.0,1.0,5.83,0.653,0.677,25.0,success,
RANDOM_MGC_3607,Random,3,3,64.98,58.55,High Similarity,0.92,0.85,1.0,6.66,0.652,0.644,23.0,success,
RANDOM_MGC_3606,Random,4,6,63.62,61.27,High Similarity,0.96,0.95,1.0,5.5,0.618,0.68,20.0,success,
RANDOM_MGC_3605,Random,5,10,67.64,67.64,High Similarity,1.0,1.0,1.0,7.79,0.676,0.677,21.0,success,
RANDOM_MGC_3608,Random,3,3,59.24,53.38,High Similarity,0.92,0.85,1.0,5.62,0.57,0.644,21.0,success,
RANDOM_MGC_3610,Random,3,3,59.79,53.88,High Similarity,0.92,0.85,1.0,11.33,0.571,0.661,19.0,success,
RANDOM_MGC_3611,Random,3,3,68.05,61.32,High Similarity,0.92,0.85,1.0,6.43,0.67,0.706,21.0,success,
RANDOM_MGC_3609,Random,4,6,69.47,66.9,High Similarity,0.96,0.95,1.0,3.37,0.711,0.657,25.0,success,
RANDOM_MGC_3614,Random,4,6,63.32,60.98,High Similarity,0.96,0.95,1.0,6.57,0.652,0.59,24.0,success,
RANDOM_MGC_3612,Random,5,10,67.52,67.52,High Similarity,1.0,1.0,1.0,7.85,0.667,0.694,28.0,success,
RANDOM_MGC_3617,Random,3,3,67.73,61.02,High Similarity,0.92,0.85,1.0,1.45,0.649,0.744,23.0,success,
RANDOM_MGC_3613,Random,5,10,70.35,70.35,Very High Similarity,1.0,1.0,1.0,3.87,0.723,0.659,22.0,success,
RANDOM_MGC_3616,Random,4,6,66.37,63.92,High Similarity,0.96,0.95,1.0,7.95,0.635,0.73,23.0,success,
RANDOM_MGC_3615,Random,5,10,64.48,64.48,High Similarity,1.0,1.0,1.0,4.37,0.62,0.704,27.0,success,
