group_name,dataset_group,num_promoters,num_comparisons,similarity_score,normalized_similarity,similarity_category,size_adjustment_factor,comparison_weight,std_adjustment_factor,similarity_std,mean_proximal_similarity,mean_distal_similarity,num_tfbs_types_found,status,error_msg
MGC_CANDIDATE_673,KEGG,4,6,52.9,50.94,High Similarity,0.96,0.95,1.0,5.58,0.521,0.548,25.0,success,
MGC_CANDIDATE_674,KEGG,4,6,47.15,45.4,Moderate Similarity,0.96,0.95,1.0,9.42,0.464,0.488,23.0,success,
MGC_CANDIDATE_675,KEGG,5,10,64.25,64.25,High Similarity,1.0,1.0,1.0,8.79,0.625,0.683,22.0,success,
MGC_CANDIDATE_676,KEGG,5,10,65.8,65.8,High Similarity,1.0,1.0,1.0,7.98,0.635,0.712,21.0,success,
MGC_CANDIDATE_680,KEGG,3,3,64.96,57.23,High Similarity,0.92,0.85,0.9,30.35,0.67,0.603,21.0,success,
MGC_CANDIDATE_679,KEGG,3,3,54.01,48.66,Moderate Similarity,0.92,0.85,1.0,6.31,0.524,0.578,22.0,success,
MGC_CANDIDATE_678,KEGG,3,3,53.48,48.19,Moderate Similarity,0.92,0.85,1.0,12.39,0.499,0.618,23.0,success,
MGC_CANDIDATE_677,KEGG,5,10,62.83,62.83,High Similarity,1.0,1.0,1.0,10.98,0.574,0.754,18.0,success,
MGC_CANDIDATE_681,KEGG,3,3,73.5,66.23,High Similarity,0.92,0.85,1.0,5.12,0.768,0.657,23.0,success,
MGC_CANDIDATE_684,KEGG,4,6,68.09,65.57,High Similarity,0.96,0.95,1.0,8.22,0.659,0.733,26.0,success,
MGC_CANDIDATE_686,KEGG,4,6,62.33,60.02,High Similarity,0.96,0.95,1.0,1.85,0.62,0.631,21.0,success,
MGC_CANDIDATE_685,KEGG,5,10,66.55,66.55,High Similarity,1.0,1.0,1.0,6.08,0.659,0.68,26.0,success,
MGC_CANDIDATE_683,KEGG,6,15,63.03,62.4,High Similarity,0.967,1.0,1.0,9.43,0.583,0.741,26.0,success,
MGC_CANDIDATE_687,KEGG,4,6,49.18,47.36,Moderate Similarity,0.96,0.95,1.0,8.43,0.442,0.607,24.0,success,
MGC_CANDIDATE_689,KEGG,3,3,56.37,50.79,High Similarity,0.92,0.85,1.0,2.31,0.569,0.552,23.0,success,
MGC_CANDIDATE_690,KEGG,3,3,50.47,45.48,Moderate Similarity,0.92,0.85,1.0,1.05,0.457,0.615,23.0,success,
MGC_CANDIDATE_688,KEGG,5,10,50.84,50.84,High Similarity,1.0,1.0,1.0,7.51,0.545,0.423,23.0,success,
MGC_CANDIDATE_691,KEGG,3,3,53.47,48.17,Moderate Similarity,0.92,0.85,1.0,3.83,0.577,0.435,22.0,success,
MGC_CANDIDATE_682,KEGG,8,28,57.78,56.48,High Similarity,0.925,1.0,1.0,12.19,0.521,0.71,26.0,success,
MGC_CANDIDATE_694,KEGG,3,3,37.89,34.14,Moderate Similarity,0.92,0.85,1.0,3.92,0.335,0.481,22.0,success,
MGC_CANDIDATE_692,KEGG,4,6,50.7,47.81,Moderate Similarity,0.96,0.95,0.9,20.26,0.444,0.653,20.0,success,
MGC_CANDIDATE_693,KEGG,5,10,58.69,58.69,High Similarity,1.0,1.0,1.0,4.94,0.582,0.599,24.0,success,
MGC_CANDIDATE_695,KEGG,4,6,46.1,44.4,Moderate Similarity,0.96,0.95,1.0,7.45,0.44,0.511,26.0,success,
MGC_CANDIDATE_696,KEGG,4,6,58.3,56.14,High Similarity,0.96,0.95,1.0,6.2,0.599,0.546,22.0,success,
MGC_CANDIDATE_697,KEGG,4,6,65.25,62.83,High Similarity,0.96,0.95,1.0,6.63,0.726,0.481,22.0,success,
MGC_CANDIDATE_698,KEGG,4,6,74.58,71.82,Very High Similarity,0.96,0.95,1.0,14.26,0.815,0.584,22.0,success,
MGC_CANDIDATE_699,KEGG,4,6,74.69,71.93,Very High Similarity,0.96,0.95,1.0,14.21,0.768,0.699,21.0,success,
MGC_CANDIDATE_700,KEGG,4,6,59.15,55.78,High Similarity,0.96,0.95,0.9,23.31,0.577,0.625,19.0,success,
MGC_CANDIDATE_702,KEGG,4,6,58.64,56.47,High Similarity,0.96,0.95,1.0,8.58,0.585,0.589,25.0,success,
MGC_CANDIDATE_701,KEGG,4,6,59.42,57.23,High Similarity,0.96,0.95,1.0,10.71,0.59,0.605,23.0,success,
MGC_CANDIDATE_704,KEGG,5,10,57.94,57.94,High Similarity,1.0,1.0,1.0,7.73,0.6,0.532,23.0,success,
MGC_CANDIDATE_703,KEGG,5,10,61.86,61.86,High Similarity,1.0,1.0,1.0,6.48,0.626,0.6,23.0,success,
MGC_CANDIDATE_706,KEGG,4,6,56.68,54.01,High Similarity,0.96,0.95,0.95,17.18,0.508,0.704,21.0,success,
MGC_CANDIDATE_707,KEGG,4,6,51.13,49.23,Moderate Similarity,0.96,0.95,1.0,10.49,0.435,0.689,21.0,success,
MGC_CANDIDATE_711,KEGG,3,3,63.68,57.38,High Similarity,0.92,0.85,1.0,8.92,0.59,0.745,25.0,success,
MGC_CANDIDATE_709,KEGG,5,10,57.88,57.88,High Similarity,1.0,1.0,1.0,6.72,0.55,0.646,24.0,success,
MGC_CANDIDATE_705,KEGG,8,28,62.31,60.91,High Similarity,0.925,1.0,1.0,10.04,0.646,0.569,22.0,success,
MGC_CANDIDATE_708,KEGG,6,15,55.26,54.71,High Similarity,0.967,1.0,1.0,6.68,0.491,0.697,22.0,success,
MGC_CANDIDATE_712,KEGG,3,3,55.36,49.88,Moderate Similarity,0.92,0.85,1.0,7.65,0.519,0.633,19.0,success,
MGC_CANDIDATE_713,KEGG,3,3,52.57,47.36,Moderate Similarity,0.92,0.85,1.0,13.42,0.486,0.619,22.0,success,
MGC_CANDIDATE_710,KEGG,6,15,63.22,62.59,High Similarity,0.967,1.0,1.0,13.78,0.626,0.646,23.0,success,
MGC_CANDIDATE_715,KEGG,3,3,60.69,54.69,High Similarity,0.92,0.85,1.0,3.79,0.572,0.689,23.0,success,
MGC_CANDIDATE_714,KEGG,4,6,60.04,57.82,High Similarity,0.96,0.95,1.0,5.79,0.589,0.628,25.0,success,
MGC_CANDIDATE_716,KEGG,4,6,53.24,51.27,High Similarity,0.96,0.95,1.0,6.14,0.569,0.446,23.0,success,
MGC_CANDIDATE_717,KEGG,4,6,55.62,53.57,High Similarity,0.96,0.95,1.0,9.68,0.581,0.5,24.0,success,
MGC_CANDIDATE_718,KEGG,3,3,49.83,44.9,Moderate Similarity,0.92,0.85,1.0,6.71,0.48,0.541,23.0,success,
MGC_CANDIDATE_719,KEGG,3,3,52.93,47.69,Moderate Similarity,0.92,0.85,1.0,9.09,0.451,0.712,22.0,success,
MGC_CANDIDATE_721,KEGG,3,3,50.61,44.58,Moderate Similarity,0.92,0.85,0.9,22.73,0.495,0.532,25.0,success,
MGC_CANDIDATE_722,KEGG,3,3,63.97,57.64,High Similarity,0.92,0.85,1.0,6.69,0.64,0.639,21.0,success,
MGC_CANDIDATE_723,KEGG,3,3,57.69,51.98,High Similarity,0.92,0.85,1.0,3.49,0.582,0.564,22.0,success,
MGC_CANDIDATE_725,KEGG,3,3,75.62,66.62,High Similarity,0.92,0.85,0.9,20.95,0.761,0.746,21.0,success,
MGC_CANDIDATE_726,KEGG,3,3,47.98,43.23,Moderate Similarity,0.92,0.85,1.0,11.98,0.469,0.505,23.0,success,
MGC_CANDIDATE_720,KEGG,6,15,71.74,69.58,High Similarity,0.967,1.0,0.9,24.15,0.719,0.713,22.0,success,
MGC_CANDIDATE_1292,KEGG,3,3,62.91,56.68,High Similarity,0.92,0.85,1.0,8.01,0.662,0.551,22.0,success,
MGC_CANDIDATE_1293,KEGG,3,3,49.88,44.94,Moderate Similarity,0.92,0.85,1.0,1.18,0.553,0.372,22.0,success,
MGC_CANDIDATE_1291,KEGG,4,6,50.19,48.34,Moderate Similarity,0.96,0.95,1.0,8.27,0.481,0.55,23.0,success,
MGC_CANDIDATE_724,KEGG,6,15,58.47,57.89,High Similarity,0.967,1.0,1.0,6.59,0.581,0.593,24.0,success,
MGC_CANDIDATE_1294,KEGG,5,10,50.47,50.47,High Similarity,1.0,1.0,1.0,5.33,0.517,0.477,24.0,success,
MGC_CANDIDATE_1298,KEGG,4,6,54.74,52.71,High Similarity,0.96,0.95,1.0,8.63,0.522,0.606,22.0,success,
MGC_CANDIDATE_1299,KEGG,4,6,74.34,70.1,Very High Similarity,0.96,0.95,0.9,24.58,0.748,0.733,21.0,success,
MGC_CANDIDATE_1295,KEGG,6,15,56.79,56.22,High Similarity,0.967,1.0,1.0,9.0,0.598,0.497,26.0,success,
MGC_CANDIDATE_1296,KEGG,6,15,58.12,57.54,High Similarity,0.967,1.0,1.0,10.21,0.608,0.518,25.0,success,
MGC_CANDIDATE_1300,KEGG,4,6,75.78,71.46,Very High Similarity,0.96,0.95,0.9,23.04,0.725,0.834,19.0,success,
MGC_CANDIDATE_1297,KEGG,6,15,59.87,59.27,High Similarity,0.967,1.0,1.0,10.12,0.62,0.549,27.0,success,
MGC_CANDIDATE_1301,KEGG,4,6,60.28,56.85,High Similarity,0.96,0.95,0.9,20.47,0.531,0.77,19.0,success,
MGC_CANDIDATE_1305,KEGG,3,3,47.33,42.64,Moderate Similarity,0.92,0.85,1.0,2.55,0.415,0.609,22.0,success,
MGC_CANDIDATE_1303,KEGG,4,6,60.33,58.1,High Similarity,0.96,0.95,1.0,7.98,0.621,0.561,23.0,success,
MGC_CANDIDATE_1306,KEGG,3,3,42.32,38.13,Moderate Similarity,0.92,0.85,1.0,10.7,0.338,0.622,23.0,success,
MGC_CANDIDATE_1304,KEGG,4,6,48.28,46.5,Moderate Similarity,0.96,0.95,1.0,10.86,0.465,0.525,22.0,success,
MGC_CANDIDATE_1307,KEGG,3,3,56.84,51.22,High Similarity,0.92,0.85,1.0,5.17,0.525,0.67,24.0,success,
MGC_CANDIDATE_1308,KEGG,3,3,62.67,56.47,High Similarity,0.92,0.85,1.0,4.99,0.627,0.625,24.0,success,
MGC_CANDIDATE_1302,KEGG,7,21,54.79,53.85,High Similarity,0.943,1.0,1.0,7.23,0.546,0.552,26.0,success,
MGC_CANDIDATE_1311,KEGG,3,3,58.57,52.77,High Similarity,0.92,0.85,1.0,10.8,0.564,0.636,19.0,success,
MGC_CANDIDATE_1310,KEGG,4,6,54.56,52.55,High Similarity,0.96,0.95,1.0,6.93,0.508,0.633,26.0,success,
MGC_CANDIDATE_1312,KEGG,3,3,47.71,42.99,Moderate Similarity,0.92,0.85,1.0,1.81,0.433,0.581,22.0,success,
MGC_CANDIDATE_1313,KEGG,4,6,57.64,55.5,High Similarity,0.96,0.95,1.0,6.93,0.606,0.506,19.0,success,
MGC_CANDIDATE_1309,KEGG,6,15,58.61,58.02,High Similarity,0.967,1.0,1.0,8.9,0.554,0.661,24.0,success,
MGC_CANDIDATE_1315,KEGG,3,3,49.88,44.95,Moderate Similarity,0.92,0.85,1.0,4.33,0.464,0.58,22.0,success,
MGC_CANDIDATE_1314,KEGG,4,6,56.6,54.5,High Similarity,0.96,0.95,1.0,6.84,0.537,0.634,25.0,success,
MGC_CANDIDATE_1316,KEGG,4,6,53.57,51.59,High Similarity,0.96,0.95,1.0,9.55,0.488,0.647,20.0,success,
MGC_CANDIDATE_1317,KEGG,4,6,52.22,50.29,High Similarity,0.96,0.95,1.0,8.28,0.463,0.66,25.0,success,
MGC_CANDIDATE_1319,KEGG,3,3,61.38,55.3,High Similarity,0.92,0.85,1.0,5.49,0.564,0.729,21.0,success,
MGC_CANDIDATE_1320,KEGG,3,3,49.32,44.44,Moderate Similarity,0.92,0.85,1.0,11.1,0.443,0.611,22.0,success,
MGC_CANDIDATE_1318,KEGG,4,6,63.7,61.35,High Similarity,0.96,0.95,1.0,7.85,0.643,0.622,24.0,success,
MGC_CANDIDATE_1321,KEGG,3,3,58.91,52.49,High Similarity,0.92,0.85,0.95,17.24,0.564,0.647,22.0,success,
MGC_CANDIDATE_1324,KEGG,3,3,53.63,48.32,Moderate Similarity,0.92,0.85,1.0,2.03,0.524,0.564,21.0,success,
MGC_CANDIDATE_1327,KEGG,4,6,54.74,52.72,High Similarity,0.96,0.95,1.0,11.0,0.511,0.632,22.0,success,
MGC_CANDIDATE_1323,KEGG,4,6,50.2,48.35,Moderate Similarity,0.96,0.95,1.0,8.94,0.464,0.591,24.0,success,
MGC_CANDIDATE_1322,KEGG,6,15,53.24,52.71,High Similarity,0.967,1.0,1.0,7.03,0.511,0.583,27.0,success,
MGC_CANDIDATE_1328,KEGG,3,3,43.7,39.37,Moderate Similarity,0.92,0.85,1.0,5.22,0.361,0.615,23.0,success,
MGC_CANDIDATE_1325,KEGG,7,21,64.94,63.83,High Similarity,0.943,1.0,1.0,8.13,0.677,0.586,23.0,success,
MGC_CANDIDATE_1330,KEGG,3,3,54.64,49.23,Moderate Similarity,0.92,0.85,1.0,3.38,0.597,0.428,27.0,success,
MGC_CANDIDATE_1329,KEGG,4,6,59.61,57.4,High Similarity,0.96,0.95,1.0,12.98,0.604,0.578,19.0,success,
MGC_CANDIDATE_1331,KEGG,3,3,55.32,49.84,Moderate Similarity,0.92,0.85,1.0,6.95,0.515,0.641,25.0,success,
MGC_CANDIDATE_1326,KEGG,8,28,61.58,60.2,High Similarity,0.925,1.0,1.0,7.24,0.614,0.62,23.0,success,
MGC_CANDIDATE_1332,KEGG,3,3,60.26,54.3,High Similarity,0.92,0.85,1.0,9.41,0.624,0.553,23.0,success,
MGC_CANDIDATE_1334,KEGG,3,3,54.95,49.51,Moderate Similarity,0.92,0.85,1.0,9.42,0.585,0.467,21.0,success,
MGC_CANDIDATE_1333,KEGG,3,3,60.63,54.63,High Similarity,0.92,0.85,1.0,7.49,0.601,0.618,23.0,success,
MGC_CANDIDATE_1335,KEGG,3,3,51.38,46.29,Moderate Similarity,0.92,0.85,1.0,10.49,0.464,0.631,21.0,success,
MGC_CANDIDATE_1336,KEGG,3,3,73.4,66.14,High Similarity,0.92,0.85,1.0,5.92,0.704,0.805,23.0,success,
MGC_CANDIDATE_1337,KEGG,3,3,52.66,46.92,Moderate Similarity,0.92,0.85,0.95,18.48,0.534,0.509,23.0,success,
MGC_CANDIDATE_424,KEGG,4,6,66.29,63.84,High Similarity,0.96,0.95,1.0,6.02,0.626,0.75,25.0,success,
MGC_CANDIDATE_425,KEGG,3,3,67.21,60.55,High Similarity,0.92,0.85,1.0,8.27,0.674,0.668,24.0,success,
MGC_CANDIDATE_427,KEGG,3,3,69.51,62.63,High Similarity,0.92,0.85,1.0,2.09,0.709,0.662,24.0,success,
MGC_CANDIDATE_428,KEGG,3,3,57.19,51.53,High Similarity,0.92,0.85,1.0,3.73,0.562,0.595,25.0,success,
MGC_CANDIDATE_429,KEGG,3,3,64.11,57.76,High Similarity,0.92,0.85,1.0,3.49,0.598,0.741,22.0,success,
MGC_CANDIDATE_426,KEGG,4,6,63.23,60.89,High Similarity,0.96,0.95,1.0,3.46,0.608,0.689,27.0,success,
MGC_CANDIDATE_430,KEGG,3,3,64.6,58.2,High Similarity,0.92,0.85,1.0,8.86,0.663,0.606,21.0,success,
MGC_CANDIDATE_432,KEGG,3,3,63.34,57.07,High Similarity,0.92,0.85,1.0,9.9,0.58,0.757,20.0,success,
MGC_CANDIDATE_433,KEGG,3,3,54.27,48.9,Moderate Similarity,0.92,0.85,1.0,4.2,0.487,0.673,22.0,success,
MGC_CANDIDATE_435,KEGG,3,3,67.69,60.99,High Similarity,0.92,0.85,1.0,6.95,0.691,0.644,27.0,success,
MGC_CANDIDATE_431,KEGG,4,6,65.91,63.47,High Similarity,0.96,0.95,1.0,6.87,0.661,0.654,27.0,success,
MGC_CANDIDATE_434,KEGG,5,10,73.44,73.44,Very High Similarity,1.0,1.0,1.0,10.09,0.791,0.603,25.0,success,
MGC_CANDIDATE_436,KEGG,3,3,64.32,57.95,High Similarity,0.92,0.85,1.0,8.33,0.663,0.597,20.0,success,
MGC_CANDIDATE_438,KEGG,3,3,73.72,66.43,High Similarity,0.92,0.85,1.0,8.08,0.759,0.686,21.0,success,
MGC_CANDIDATE_437,KEGG,4,6,66.44,63.98,High Similarity,0.96,0.95,1.0,7.47,0.659,0.677,25.0,success,
MGC_CANDIDATE_440,KEGG,4,6,53.79,51.8,High Similarity,0.96,0.95,1.0,5.85,0.55,0.509,25.0,success,
MGC_CANDIDATE_439,KEGG,5,10,61.2,61.2,High Similarity,1.0,1.0,1.0,5.47,0.659,0.502,24.0,success,
MGC_CANDIDATE_441,KEGG,4,6,62.33,60.02,High Similarity,0.96,0.95,1.0,7.14,0.602,0.672,21.0,success,
MGC_CANDIDATE_443,KEGG,3,3,76.85,69.24,High Similarity,0.92,0.85,1.0,4.89,0.738,0.839,23.0,success,
MGC_CANDIDATE_442,KEGG,4,6,56.57,54.47,High Similarity,0.96,0.95,1.0,3.91,0.506,0.706,27.0,success,
MGC_CANDIDATE_444,KEGG,3,3,43.68,39.35,Moderate Similarity,0.92,0.85,1.0,5.83,0.435,0.44,21.0,success,
MGC_CANDIDATE_445,KEGG,3,3,74.81,67.41,High Similarity,0.92,0.85,1.0,14.75,0.747,0.75,21.0,success,
MGC_CANDIDATE_446,KEGG,3,3,46.54,41.93,Moderate Similarity,0.92,0.85,1.0,6.33,0.384,0.656,24.0,success,
MGC_CANDIDATE_449,KEGG,3,3,65.76,59.25,High Similarity,0.92,0.85,1.0,6.12,0.633,0.716,24.0,success,
MGC_CANDIDATE_447,KEGG,4,6,63.47,61.12,High Similarity,0.96,0.95,1.0,5.99,0.679,0.532,26.0,success,
MGC_CANDIDATE_448,KEGG,4,6,65.52,63.1,High Similarity,0.96,0.95,1.0,12.41,0.649,0.671,25.0,success,
MGC_CANDIDATE_451,KEGG,5,10,67.59,67.59,High Similarity,1.0,1.0,1.0,6.68,0.681,0.665,24.0,success,
MGC_CANDIDATE_454,KEGG,4,6,66.18,63.73,High Similarity,0.96,0.95,1.0,9.97,0.657,0.672,25.0,success,
MGC_CANDIDATE_450,KEGG,6,15,59.61,59.02,High Similarity,0.967,1.0,1.0,9.79,0.602,0.582,26.0,success,
MGC_CANDIDATE_453,KEGG,5,10,56.18,56.18,High Similarity,1.0,1.0,1.0,6.22,0.563,0.56,26.0,success,
MGC_CANDIDATE_455,KEGG,5,10,57.07,57.07,High Similarity,1.0,1.0,1.0,11.52,0.536,0.651,23.0,success,
MGC_CANDIDATE_452,KEGG,6,15,64.45,63.8,High Similarity,0.967,1.0,1.0,7.89,0.659,0.611,23.0,success,
MGC_CANDIDATE_456,KEGG,3,3,59.8,53.88,High Similarity,0.92,0.85,1.0,8.29,0.575,0.65,22.0,success,
MGC_CANDIDATE_457,KEGG,3,3,58.21,52.45,High Similarity,0.92,0.85,1.0,4.59,0.572,0.606,23.0,success,
MGC_CANDIDATE_459,KEGG,3,3,61.84,55.71,High Similarity,0.92,0.85,1.0,9.72,0.654,0.534,25.0,success,
MGC_CANDIDATE_460,KEGG,3,3,58.96,53.12,High Similarity,0.92,0.85,1.0,5.36,0.573,0.628,23.0,success,
MGC_CANDIDATE_1338,KEGG,4,6,0.0,0.0,Very Low Similarity,0.96,0.95,1.0,0.0,0.0,0.0,0.0,success,
MGC_CANDIDATE_461,KEGG,4,6,69.27,66.71,High Similarity,0.96,0.95,1.0,4.64,0.743,0.575,23.0,success,
MGC_CANDIDATE_462,KEGG,4,6,69.9,67.32,High Similarity,0.96,0.95,1.0,4.27,0.734,0.617,25.0,success,
MGC_CANDIDATE_458,KEGG,6,15,63.63,63.0,High Similarity,0.967,1.0,1.0,7.22,0.622,0.671,23.0,success,
MGC_CANDIDATE_464,KEGG,3,3,57.81,52.08,High Similarity,0.92,0.85,1.0,3.18,0.53,0.69,22.0,success,
MGC_CANDIDATE_463,KEGG,5,10,67.41,67.41,High Similarity,1.0,1.0,1.0,4.33,0.663,0.699,26.0,success,
MGC_CANDIDATE_1339,KEGG,4,6,0.0,0.0,Very Low Similarity,0.96,0.95,1.0,0.0,0.0,0.0,0.0,success,
MGC_CANDIDATE_1341,KEGG,3,3,62.45,55.02,High Similarity,0.92,0.85,0.9,21.15,0.573,0.745,20.0,success,
MGC_CANDIDATE_1343,KEGG,3,3,65.32,57.54,High Similarity,0.92,0.85,0.9,28.88,0.64,0.684,23.0,success,
MGC_CANDIDATE_1366,KEGG,4,6,53.07,51.1,High Similarity,0.96,0.95,1.0,9.55,0.516,0.565,22.0,success,
MGC_CANDIDATE_1344,KEGG,3,3,47.4,42.71,Moderate Similarity,0.92,0.85,1.0,6.0,0.387,0.678,22.0,success,
MGC_CANDIDATE_1342,KEGG,4,6,64.45,62.07,High Similarity,0.96,0.95,1.0,13.77,0.712,0.488,23.0,success,
MGC_CANDIDATE_1347,KEGG,3,3,0.0,0.0,Very Low Similarity,0.92,0.85,1.0,0.0,0.0,0.0,0.0,success,
MGC_CANDIDATE_1340,KEGG,5,10,45.88,45.88,Moderate Similarity,1.0,1.0,1.0,11.37,0.428,0.531,26.0,success,
MGC_CANDIDATE_1348,KEGG,3,3,0.0,0.0,Very Low Similarity,0.92,0.85,1.0,0.0,0.0,0.0,0.0,success,
MGC_CANDIDATE_1345,KEGG,3,3,62.8,56.59,High Similarity,0.92,0.85,1.0,6.82,0.615,0.658,22.0,success,
MGC_CANDIDATE_1350,KEGG,3,3,67.2,60.55,High Similarity,0.92,0.85,1.0,10.14,0.735,0.526,21.0,success,
MGC_CANDIDATE_1346,KEGG,5,10,52.63,52.63,High Similarity,1.0,1.0,1.0,10.38,0.505,0.575,25.0,success,
MGC_CANDIDATE_1351,KEGG,3,3,50.79,45.76,Moderate Similarity,0.92,0.85,1.0,9.66,0.564,0.377,25.0,success,
MGC_CANDIDATE_1349,KEGG,4,6,39.61,38.14,Moderate Similarity,0.96,0.95,1.0,10.84,0.385,0.423,25.0,success,
MGC_CANDIDATE_1352,KEGG,4,6,48.89,47.08,Moderate Similarity,0.96,0.95,1.0,11.14,0.454,0.569,25.0,success,
MGC_CANDIDATE_1353,KEGG,5,10,54.33,54.33,High Similarity,1.0,1.0,1.0,12.58,0.549,0.53,22.0,success,
MGC_CANDIDATE_1354,KEGG,4,6,52.97,51.01,High Similarity,0.96,0.95,1.0,10.89,0.526,0.54,21.0,success,
MGC_CANDIDATE_1358,KEGG,3,3,43.97,39.17,Moderate Similarity,0.92,0.85,0.95,16.14,0.385,0.567,22.0,success,
MGC_CANDIDATE_1355,KEGG,6,15,57.36,56.78,High Similarity,0.967,1.0,1.0,5.05,0.562,0.6,25.0,success,
MGC_CANDIDATE_1356,KEGG,6,15,53.3,52.77,High Similarity,0.967,1.0,1.0,6.31,0.51,0.587,24.0,success,
MGC_CANDIDATE_1361,KEGG,3,3,72.15,65.01,High Similarity,0.92,0.85,1.0,9.78,0.637,0.92,22.0,success,
MGC_CANDIDATE_1359,KEGG,4,6,53.01,51.04,High Similarity,0.96,0.95,1.0,7.53,0.527,0.538,24.0,success,
MGC_CANDIDATE_1357,KEGG,6,15,54.56,54.01,High Similarity,0.967,1.0,1.0,8.1,0.519,0.608,24.0,success,
MGC_CANDIDATE_1363,KEGG,3,3,45.48,40.98,Moderate Similarity,0.92,0.85,1.0,4.44,0.41,0.559,28.0,success,
MGC_CANDIDATE_1364,KEGG,3,3,61.66,55.55,High Similarity,0.92,0.85,1.0,6.28,0.607,0.638,23.0,success,
MGC_CANDIDATE_1365,KEGG,3,3,51.07,46.01,Moderate Similarity,0.92,0.85,1.0,12.44,0.491,0.557,24.0,success,
MGC_CANDIDATE_1360,KEGG,6,15,61.65,61.04,High Similarity,0.967,1.0,1.0,12.77,0.594,0.668,20.0,success,
MGC_CANDIDATE_1362,KEGG,5,10,53.04,53.04,High Similarity,1.0,1.0,1.0,11.62,0.511,0.575,22.0,success,
MGC_CANDIDATE_1367,KEGG,4,6,50.24,48.38,Moderate Similarity,0.96,0.95,1.0,11.27,0.493,0.523,25.0,success,
MGC_CANDIDATE_1368,KEGG,3,3,53.56,48.25,Moderate Similarity,0.92,0.85,1.0,2.66,0.533,0.542,23.0,success,
MGC_CANDIDATE_1369,KEGG,3,3,51.99,46.85,Moderate Similarity,0.92,0.85,1.0,5.35,0.511,0.541,24.0,success,
MGC_CANDIDATE_1371,KEGG,3,3,55.11,49.66,Moderate Similarity,0.92,0.85,1.0,11.88,0.505,0.659,21.0,success,
MGC_CANDIDATE_1373,KEGG,3,3,53.27,48.0,Moderate Similarity,0.92,0.85,1.0,6.36,0.585,0.41,23.0,success,
MGC_CANDIDATE_1372,KEGG,4,6,60.49,57.04,High Similarity,0.96,0.95,0.9,23.87,0.558,0.713,21.0,success,
MGC_CANDIDATE_1370,KEGG,5,10,51.0,51.0,High Similarity,1.0,1.0,1.0,12.24,0.477,0.587,24.0,success,
MGC_CANDIDATE_1375,KEGG,3,3,48.43,43.64,Moderate Similarity,0.92,0.85,1.0,8.63,0.444,0.578,24.0,success,
MGC_CANDIDATE_1376,KEGG,3,3,39.9,35.95,Moderate Similarity,0.92,0.85,1.0,2.33,0.288,0.657,21.0,success,
MGC_CANDIDATE_466,KEGG,3,3,58.78,52.96,High Similarity,0.92,0.85,1.0,1.97,0.579,0.608,22.0,success,
MGC_CANDIDATE_1374,KEGG,5,10,48.85,48.85,Moderate Similarity,1.0,1.0,1.0,9.69,0.438,0.608,23.0,success,
MGC_CANDIDATE_465,KEGG,4,6,54.14,52.14,High Similarity,0.96,0.95,1.0,3.9,0.516,0.6,26.0,success,
MGC_CANDIDATE_467,KEGG,3,3,53.9,48.56,Moderate Similarity,0.92,0.85,1.0,3.46,0.493,0.646,20.0,success,
MGC_CANDIDATE_468,KEGG,3,3,60.22,54.26,High Similarity,0.92,0.85,1.0,10.9,0.653,0.483,27.0,success,
MGC_CANDIDATE_479,KEGG,5,10,53.27,53.27,High Similarity,1.0,1.0,1.0,10.02,0.495,0.621,23.0,success,
MGC_CANDIDATE_471,KEGG,3,3,69.32,62.46,High Similarity,0.92,0.85,1.0,11.07,0.719,0.632,24.0,success,
MGC_CANDIDATE_469,KEGG,3,3,64.04,57.7,High Similarity,0.92,0.85,1.0,7.97,0.635,0.652,25.0,success,
MGC_CANDIDATE_470,KEGG,3,3,48.78,43.95,Moderate Similarity,0.92,0.85,1.0,9.24,0.475,0.518,24.0,success,
MGC_CANDIDATE_472,KEGG,3,3,56.86,51.23,High Similarity,0.92,0.85,1.0,3.94,0.56,0.588,21.0,success,
MGC_CANDIDATE_473,KEGG,3,3,49.84,44.9,Moderate Similarity,0.92,0.85,1.0,11.77,0.49,0.519,24.0,success,
MGC_CANDIDATE_474,KEGG,4,6,51.87,49.95,Moderate Similarity,0.96,0.95,1.0,10.84,0.519,0.518,24.0,success,
MGC_CANDIDATE_475,KEGG,3,3,66.59,60.0,High Similarity,0.92,0.85,1.0,4.89,0.659,0.681,22.0,success,
MGC_CANDIDATE_477,KEGG,3,3,49.62,44.7,Moderate Similarity,0.92,0.85,1.0,4.26,0.488,0.516,25.0,success,
MGC_CANDIDATE_478,KEGG,3,3,51.91,46.77,Moderate Similarity,0.92,0.85,1.0,4.35,0.511,0.539,21.0,success,
MGC_CANDIDATE_480,KEGG,4,6,52.58,50.64,High Similarity,0.96,0.95,1.0,11.08,0.439,0.729,26.0,success,
MGC_CANDIDATE_476,KEGG,5,10,79.16,79.16,Very High Similarity,1.0,1.0,1.0,8.15,0.839,0.68,21.0,success,
MGC_CANDIDATE_482,KEGG,3,3,63.78,57.47,High Similarity,0.92,0.85,1.0,1.18,0.648,0.614,22.0,success,
MGC_CANDIDATE_481,KEGG,3,3,54.89,49.46,Moderate Similarity,0.92,0.85,1.0,5.48,0.552,0.542,20.0,success,
MGC_CANDIDATE_483,KEGG,3,3,57.12,51.46,High Similarity,0.92,0.85,1.0,3.22,0.574,0.564,21.0,success,
