name,n,n_squared,n_comparisons_total,n_comparisons_non_self,sum_scores_all,sum_scores_non_self,mean_score_all,mean_score_non_self,var_score_non_self,std_score_non_self,median_score_non_self,q25_score,q75_score,min_score,max_score,fraction_strong_binders,fraction_moderate_binders,fraction_weak_binders,log_n,sqrt_n,expected_random,enrichment_score,size_bin,z_score,effect_size,total_interactions,mean_score,std_score,median_score,high_score_interactions,medium_score_interactions,low_score_interactions,category
RANDOM_MGC_630,6,36,6,6,-140.96200000000002,-140.96200000000002,-23.49366666666667,-23.49366666666667,361.3347295555556,19.00880663154728,-22.2845,-31.516,-9.594,-57.246,0.81,0.1666666666666666,0.3333333333333333,0.5,1.791759469228055,2.449489742783178,-30.0,0.7831222222222223,small,0.3422799473658347,0.3422799473658347,6,-23.49366666666667,19.00880663154728,-22.2845,1,2,3,RANDOM
RANDOM_MGC_631,12,144,12,12,-145.07999999999998,-145.07999999999998,-12.089999999999998,-12.089999999999998,406.578876,20.163801129747338,-9.2775,-19.98575,0.859,-58.52,14.93,0.0833333333333333,0.0833333333333333,0.8333333333333334,2.4849066497880004,3.4641016151377544,-30.0,0.4029999999999999,medium,0.8882253839320833,0.8882253839320833,12,-12.089999999999998,20.163801129747338,-9.2775,1,1,10,RANDOM
RANDOM_MGC_633,12,144,12,12,-4.834999999999999,-4.834999999999999,-0.4029166666666666,-0.4029166666666666,486.5326835763888,22.05748588521341,3.396,2.21575,13.41175,-65.865,15.973,0.0833333333333333,0.0,0.9166666666666666,2.4849066497880004,3.4641016151377544,-30.0,0.0134305555555555,medium,1.3418158119812835,1.3418158119812835,12,-0.4029166666666666,22.05748588521341,3.396,1,0,11,RANDOM
RANDOM_MGC_634,12,144,12,12,-195.541,-195.541,-16.295083333333334,-16.295083333333334,312.0109170763889,17.663830758824343,-16.974,-23.62575,-4.046749999999999,-62.177,9.33,0.0833333333333333,0.0,0.9166666666666666,2.4849066497880004,3.4641016151377544,-30.0,0.5431694444444445,medium,0.7758745457759825,0.7758745457759825,12,-16.295083333333334,17.663830758824343,-16.974,1,0,11,RANDOM
RANDOM_MGC_635,20,400,20,20,-311.15,-311.15,-15.5575,-15.5575,829.5121280500003,28.80125219586816,-3.5955000000000004,-30.45525,5.984,-78.92,22.825,0.2,0.05,0.75,2.995732273553991,4.47213595499958,-30.0,0.5185833333333333,medium,0.5014538917190527,0.5014538917190527,20,-15.5575,28.80125219586816,-3.5955000000000004,4,1,15,RANDOM
RANDOM_MGC_636,12,144,12,12,-250.92,-250.92,-20.91,-20.91,767.5982795,27.705564053092296,-18.463,-41.1135,1.23175,-65.172,19.241,0.25,0.1666666666666666,0.5833333333333334,2.4849066497880004,3.4641016151377544,-30.0,0.697,medium,0.3280929412799823,0.3280929412799823,12,-20.91,27.705564053092296,-18.463,3,2,7,RANDOM
RANDOM_MGC_425,20,400,20,20,-416.794,-416.794,-20.8397,-20.8397,1830.40019171,42.78317650327053,-4.526,-28.31325,4.846,-160.304,19.401,0.2,0.1,0.7,2.995732273553991,4.47213595499958,-30.0,0.6946566666666667,medium,0.2141098616017851,0.2141098616017851,20,-20.8397,42.78317650327053,-4.526,4,2,14,RANDOM
RANDOM_MGC_426,6,36,6,6,-89.54599999999998,-89.54599999999998,-14.92433333333333,-14.92433333333333,383.1985235555555,19.57545717360276,-8.3125,-16.464,-7.18175,-54.974,8.039,0.1666666666666666,0.0,0.8333333333333334,1.791759469228055,2.449489742783178,-30.0,0.4974777777777776,small,0.7701310131850208,0.7701310131850208,6,-14.92433333333333,19.57545717360276,-8.3125,1,0,5,RANDOM
RANDOM_MGC_433,20,400,20,20,22.29300000000001,22.29300000000001,1.1146500000000006,1.1146500000000006,241.53031592750003,15.541245636289906,8.268,-1.97275,10.8945,-45.148,14.101,0.0,0.1,0.9,2.995732273553991,4.47213595499958,-30.0,-0.037155,medium,2.002069250314473,2.002069250314473,20,1.1146500000000006,15.541245636289906,8.268,0,2,18,RANDOM
RANDOM_MGC_427,20,400,20,20,-368.673,-368.673,-18.43365,-18.43365,970.0181533275,31.1451144375406,-14.3555,-38.8905,10.288,-88.332,18.008,0.2,0.2,0.6,2.995732273553991,4.47213595499958,-30.0,0.6144549999999999,medium,0.3713696420411467,0.3713696420411467,20,-18.43365,31.1451144375406,-14.3555,4,4,12,RANDOM
RANDOM_MGC_434,20,400,20,20,130.257,130.257,6.51285,6.51285,169.4916759275,13.018896878288114,8.7045,7.09825,12.105,-41.549,28.858,0.0,0.05,0.95,2.995732273553991,4.47213595499958,-30.0,-0.217095,medium,2.804603979995666,2.804603979995666,20,6.51285,13.018896878288114,8.7045,0,1,19,RANDOM
RANDOM_MGC_428,12,144,12,12,-76.56400000000001,-76.56400000000001,-6.380333333333334,-6.380333333333334,415.4665212222223,20.38299588436946,5.1075,-21.0175,7.86825,-58.171,12.576,0.0833333333333333,0.0,0.9166666666666666,2.4849066497880004,3.4641016151377544,-30.0,0.2126777777777778,medium,1.1587926917445548,1.1587926917445548,12,-6.380333333333334,20.38299588436946,5.1075,1,0,11,RANDOM
RANDOM_MGC_429,20,400,20,20,-176.67300000000003,-176.67300000000003,-8.833650000000002,-8.833650000000002,557.2019569275,23.605125649474942,-0.3405,-20.2285,10.07325,-70.179,15.587,0.05,0.15,0.8,2.995732273553991,4.47213595499958,-30.0,0.2944550000000001,medium,0.8966844876960358,0.8966844876960358,20,-8.833650000000002,23.605125649474942,-0.3405,1,3,16,RANDOM
RANDOM_MGC_430,6,36,6,6,80.162,80.162,13.360333333333337,13.360333333333337,13.097456555555553,3.619040833640255,13.602,10.80725,15.1075,8.166,19.307,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.4453444444444445,small,11.981167200514516,11.981167200514516,6,13.360333333333337,3.619040833640255,13.602,0,0,6,RANDOM
RANDOM_MGC_438,20,400,20,20,-1077.8729999999998,-1077.8729999999998,-53.89365,-53.89365,2714.8254681275,52.10398706555478,-34.533,-95.91125,-14.60425,-150.265,11.82,0.4,0.15,0.45,2.995732273553991,4.47213595499958,-30.0,1.7964549999999997,medium,-0.4585762308350439,-0.4585762308350439,20,-53.89365,52.10398706555478,-34.533,8,3,9,RANDOM
RANDOM_MGC_431,6,36,6,6,-64.86099999999999,-64.86099999999999,-10.810166666666666,-10.810166666666666,184.5775668055556,13.585932680738397,-13.64,-16.3175,-6.6785,-30.305,14.292,0.0,0.1666666666666666,0.8333333333333334,1.791759469228055,2.449489742783178,-30.0,0.3603388888888889,small,1.4124781701987916,1.4124781701987916,6,-10.810166666666666,13.585932680738397,-13.64,0,1,5,RANDOM
RANDOM_MGC_432,6,36,6,6,-3.746999999999996,-3.746999999999996,-0.6244999999999994,-0.6244999999999994,339.5951499166667,18.428107605412627,9.792,-6.2205,11.8005,-37.492,13.249,0.0,0.1666666666666666,0.8333333333333334,1.791759469228055,2.449489742783178,-30.0,0.0208166666666666,small,1.5940595002479774,1.5940595002479774,6,-0.6244999999999994,18.428107605412627,9.792,0,1,5,RANDOM
RANDOM_MGC_435,6,36,6,6,-65.41899999999998,-65.41899999999998,-10.903166666666664,-10.903166666666664,1624.815897805555,40.30900517012986,10.2745,-46.29575,19.39825,-69.993,26.738,0.3333333333333333,0.0,0.6666666666666666,1.791759469228055,2.449489742783178,-30.0,0.3634388888888888,small,0.4737609686156344,0.4737609686156344,6,-10.903166666666664,40.30900517012986,10.2745,2,0,4,RANDOM
RANDOM_MGC_436,12,144,12,12,-296.858,-296.858,-24.738166666666668,-24.738166666666668,3693.317671805555,60.772672080512926,4.9115,-28.65725,13.31675,-186.448,20.441,0.1666666666666666,0.0833333333333333,0.75,2.4849066497880004,3.4641016151377544,-30.0,0.8246055555555556,medium,0.0865822277217355,0.0865822277217355,12,-24.738166666666668,60.772672080512926,4.9115,2,1,9,RANDOM
RANDOM_MGC_437,6,36,6,6,-240.09,-240.09,-40.01499999999999,-40.01499999999999,1506.518541,38.81389623575557,-33.2915,-70.3595,-3.86075,-96.931,0.19,0.5,0.0,0.5,1.791759469228055,2.449489742783178,-30.0,1.3338333333333332,small,-0.2580261445325894,-0.2580261445325894,6,-40.01499999999999,38.81389623575557,-33.2915,3,0,3,RANDOM
RANDOM_MGC_483,12,144,12,12,-99.319,-99.319,-8.276583333333333,-8.276583333333333,916.5503055763888,30.2745818398271,8.008000000000001,-24.6785,15.392,-73.455,17.288,0.1666666666666666,0.0833333333333333,0.75,2.4849066497880004,3.4641016151377544,-30.0,0.2758861111111111,medium,0.7175463820309113,0.7175463820309113,12,-8.276583333333333,30.2745818398271,8.008000000000001,2,1,9,RANDOM
RANDOM_MGC_439,12,144,12,12,-26.88299999999999,-26.88299999999999,-2.240249999999999,-2.240249999999999,925.4814696874996,30.421726934667923,11.789,1.68975,14.322,-71.27,16.767,0.1666666666666666,0.0,0.8333333333333334,2.4849066497880004,3.4641016151377544,-30.0,0.0746749999999999,medium,0.9124975074431296,0.9124975074431296,12,-2.240249999999999,30.421726934667923,11.789,2,0,10,RANDOM
RANDOM_MGC_440,12,144,12,12,-98.948,-98.948,-8.245666666666667,-8.245666666666667,1988.425481722223,44.5917647298492,6.3345,-4.114,13.1615,-150.555,19.319,0.0833333333333333,0.0,0.9166666666666666,2.4849066497880004,3.4641016151377544,-30.0,0.2748555555555556,medium,0.4878554025643045,0.4878554025643045,12,-8.245666666666667,44.5917647298492,6.3345,1,0,11,RANDOM
RANDOM_MGC_441,6,36,6,6,43.968,43.968,7.328,7.328,59.823221,7.734547239496311,11.638,1.78525,13.32925,-5.628,13.926,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.2442666666666667,small,4.826138989672895,4.826138989672895,6,7.328,7.734547239496311,11.638,0,0,6,RANDOM
RANDOM_MGC_442,6,36,6,6,-179.005,-179.005,-29.834166666666665,-29.834166666666665,549.8391384722222,23.448648969017857,-26.931,-29.24625,-16.76925,-78.16,-3.583,0.1666666666666666,0.5,0.3333333333333333,1.791759469228055,2.449489742783178,-30.0,0.9944722222222222,small,0.0070721913894675,0.0070721913894675,6,-29.834166666666665,23.448648969017857,-26.931,1,3,2,RANDOM
RANDOM_MGC_443,6,36,6,6,64.002,64.002,10.667,10.667,6.635764333333332,2.5759977355062507,11.5635,10.23225,12.17625,5.397,13.309,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.3555666666666666,small,15.786892759829184,15.786892759829184,6,10.667,2.5759977355062507,11.5635,0,0,6,RANDOM
RANDOM_MGC_485,12,144,12,12,-31.854000000000003,-31.854000000000003,-2.6545,-2.6545,841.1733995833334,29.00298949390103,11.885,-9.01325,14.49675,-82.705,19.355,0.0833333333333333,0.0833333333333333,0.8333333333333334,2.4849066497880004,3.4641016151377544,-30.0,0.0884833333333333,medium,0.9428510811187384,0.9428510811187384,12,-2.6545,29.00298949390103,11.885,1,1,10,RANDOM
RANDOM_MGC_444,2,4,2,2,22.137,22.137,11.0685,11.0685,1.6116302499999997,1.2695,11.0685,10.43375,11.70325,9.799,12.338,0.0,0.0,1.0,0.6931471805599453,1.4142135623730951,-30.0,-0.36895,small,32.35013784954707,32.35013784954707,2,11.0685,1.2695,11.0685,0,0,2,RANDOM
RANDOM_MGC_445,12,144,12,12,114.789,114.789,9.56575,9.56575,70.11806385416668,8.373652957590652,11.574000000000002,8.110750000000001,15.950500000000002,-8.967,18.201,0.0,0.0,1.0,2.4849066497880004,3.4641016151377544,-30.0,-0.3188583333333333,medium,4.725028634502216,4.725028634502216,12,9.56575,8.373652957590652,11.574000000000002,0,0,12,RANDOM
RANDOM_MGC_446,20,400,20,20,-302.356,-302.356,-15.1178,-15.1178,1298.59857366,36.036073227531325,-3.15,-28.00625,12.45375,-133.544,17.065,0.1,0.2,0.7,2.995732273553991,4.47213595499958,-30.0,0.5039266666666666,medium,0.4129806237775679,0.4129806237775679,20,-15.1178,36.036073227531325,-3.15,2,4,14,RANDOM
RANDOM_MGC_447,6,36,6,6,35.995,35.995,5.9991666666666665,5.9991666666666665,50.84072013888888,7.130267886895196,6.846,2.95375,12.1745,-7.019,13.715,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.1999722222222222,small,5.048781790208746,5.048781790208746,6,5.9991666666666665,7.130267886895196,6.846,0,0,6,RANDOM
RANDOM_MGC_448,20,400,20,20,55.51299999999999,55.51299999999999,2.77565,2.77565,194.0515643275,13.930239205681286,9.857,-7.721249999999999,12.48425,-29.99,18.945,0.0,0.05,0.95,2.995732273553991,4.47213595499958,-30.0,-0.0925216666666666,medium,2.3528418655318446,2.3528418655318446,20,2.77565,13.930239205681286,9.857,0,1,19,RANDOM
RANDOM_MGC_449,6,36,6,6,21.233,21.233,3.538833333333333,3.538833333333333,163.60078980555556,12.79065243861921,12.1845,-4.090250000000001,12.27275,-18.797,12.874,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.1179611111111111,small,2.622136243188697,2.622136243188697,6,3.538833333333333,12.79065243861921,12.1845,0,0,6,RANDOM
RANDOM_MGC_450,6,36,6,6,15.662999999999997,15.662999999999997,2.6105,2.6105,231.90522625,15.22843479317556,9.2275,7.52225,9.78075,-31.306,11.595,0.0,0.1666666666666666,0.8333333333333334,1.791759469228055,2.449489742783178,-30.0,-0.0870166666666666,small,2.141421652513757,2.141421652513757,6,2.6105,15.22843479317556,9.2275,0,1,5,RANDOM
RANDOM_MGC_451,20,400,20,20,166.39,166.39,8.3195,8.3195,72.49333694999999,8.514301906204642,11.2165,9.849,12.14525,-18.1,15.791,0.0,0.0,1.0,2.995732273553991,4.47213595499958,-30.0,-0.2773166666666666,medium,4.500603857149506,4.500603857149506,20,8.3195,8.514301906204642,11.2165,0,0,20,RANDOM
RANDOM_MGC_452,6,36,6,6,36.318000000000005,36.318000000000005,6.053000000000001,6.053000000000001,80.07715133333333,8.94858376131851,9.65,5.58275,11.705,-12.94,13.341,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.2017666666666667,small,4.028905686265582,4.028905686265582,6,6.053000000000001,8.94858376131851,9.65,0,0,6,RANDOM
RANDOM_MGC_463,12,144,12,12,-63.34200000000001,-63.34200000000001,-5.278500000000001,-5.278500000000001,1717.11893125,41.43813378097522,8.0295,2.568,12.44425,-140.925,14.701,0.0833333333333333,0.0,0.9166666666666666,2.4849066497880004,3.4641016151377544,-30.0,0.17595,medium,0.5965881603324027,0.5965881603324027,12,-5.278500000000001,41.43813378097522,8.0295,1,0,11,RANDOM
RANDOM_MGC_453,20,400,20,20,-179.46499999999995,-179.46499999999995,-8.973249999999998,-8.973249999999998,1208.8648115874998,34.76873324680524,7.166,-14.619,11.6855,-109.699,17.188,0.1,0.05,0.85,2.995732273553991,4.47213595499958,-30.0,0.2991083333333332,medium,0.6047603129726351,0.6047603129726351,20,-8.973249999999998,34.76873324680524,7.166,2,1,17,RANDOM
RANDOM_MGC_454,12,144,12,12,73.715,73.715,6.142916666666667,6.142916666666667,106.45905207638889,10.317899596157586,5.8185,-2.98075,13.9735,-7.873,25.221,0.0,0.0,1.0,2.4849066497880004,3.4641016151377544,-30.0,-0.2047638888888889,medium,3.5029335505577497,3.5029335505577497,12,6.142916666666667,10.317899596157586,5.8185,0,0,12,RANDOM
RANDOM_MGC_455,6,36,6,6,3.8060000000000014,3.8060000000000014,0.6343333333333337,0.6343333333333337,259.9349135555556,16.122497125307717,5.3975,-13.769749999999998,13.91175,-22.706,19.126,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.0211444444444444,small,1.900098545233801,1.900098545233801,6,0.6343333333333337,16.122497125307717,5.3975,0,0,6,RANDOM
RANDOM_MGC_456,20,400,20,20,-271.712,-271.712,-13.5856,-13.5856,1069.98081634,32.71056123547867,-2.065,-28.4505,13.114,-85.738,18.196,0.2,0.15,0.65,2.995732273553991,4.47213595499958,-30.0,0.4528533333333333,medium,0.5018073484534573,0.5018073484534573,20,-13.5856,32.71056123547867,-2.065,4,3,13,RANDOM
RANDOM_MGC_457,6,36,6,6,-73.486,-73.486,-12.247666666666667,-12.247666666666667,338.6196928888889,18.401622017878992,-13.919,-22.664,2.6875,-40.905,12.613,0.0,0.3333333333333333,0.6666666666666666,1.791759469228055,2.449489742783178,-30.0,0.4082555555555556,small,0.9647156819157132,0.9647156819157132,6,-12.247666666666667,18.401622017878992,-13.919,0,2,4,RANDOM
RANDOM_MGC_458,6,36,6,6,-32.227000000000004,-32.227000000000004,-5.371166666666667,-5.371166666666667,464.7363844722222,21.557745347605863,-3.885,-10.50425,8.6795,-46.447,21.833,0.0,0.1666666666666666,0.8333333333333334,1.791759469228055,2.449489742783178,-30.0,0.1790388888888889,small,1.142458681843022,1.142458681843022,6,-5.371166666666667,21.557745347605863,-3.885,0,1,5,RANDOM
RANDOM_MGC_459,6,36,6,6,1.420000000000002,1.420000000000002,0.236666666666667,0.236666666666667,165.09147355555555,12.848792688636374,5.859999999999999,-11.40675,9.41225,-18.339,14.605,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.0078888888888889,small,2.353269089119037,2.353269089119037,6,0.236666666666667,12.848792688636374,5.859999999999999,0,0,6,RANDOM
RANDOM_MGC_460,12,144,12,12,62.88999999999999,62.88999999999999,5.240833333333333,5.240833333333333,69.91538647222221,8.361542110892117,9.876,-3.26375,12.1095,-11.159,13.914,0.0,0.0,1.0,2.4849066497880004,3.4641016151377544,-30.0,-0.1746944444444444,medium,4.214633241806802,4.214633241806802,12,5.240833333333333,8.361542110892117,9.876,0,0,12,RANDOM
RANDOM_MGC_467,12,144,12,12,60.749,60.749,5.062416666666667,5.062416666666667,65.08749457638889,8.067682106800497,3.9765,-2.07325,11.03325,-4.82,17.978,0.0,0.0,1.0,2.4849066497880004,3.4641016151377544,-30.0,-0.1687472222222222,medium,4.3460334954337725,4.3460334954337725,12,5.062416666666667,8.067682106800497,3.9765,0,0,12,RANDOM
RANDOM_MGC_461,12,144,12,12,-78.269,-78.269,-6.522416666666667,-6.522416666666667,874.2405042430555,29.56755830708812,3.63,-3.61175,11.49975,-86.724,15.793,0.1666666666666666,0.0,0.8333333333333334,2.4849066497880004,3.4641016151377544,-30.0,0.2174138888888889,medium,0.7940318605106171,0.7940318605106171,12,-6.522416666666667,29.56755830708812,3.63,2,0,10,RANDOM
RANDOM_MGC_462,20,400,20,20,-49.033,-49.033,-2.45165,-2.45165,360.8366628275,18.9957011670404,4.2165,-11.9155,11.78625,-52.283,16.195,0.05,0.05,0.9,2.995732273553991,4.47213595499958,-30.0,0.0817216666666666,medium,1.4502412813168155,1.4502412813168155,20,-2.45165,18.9957011670404,4.2165,1,1,18,RANDOM
RANDOM_MGC_470,12,144,12,12,-81.529,-81.529,-6.794083333333333,-6.794083333333333,856.4201117430557,29.26465635785009,7.5405,-7.81325,10.825,-73.793,19.205,0.1666666666666666,0.0,0.8333333333333334,2.4849066497880004,3.4641016151377544,-30.0,0.2264694444444444,medium,0.7929673385842374,0.7929673385842374,12,-6.794083333333333,29.26465635785009,7.5405,2,0,10,RANDOM
RANDOM_MGC_471,12,144,12,12,-9.812999999999995,-9.812999999999995,-0.8177499999999996,-0.8177499999999996,263.9145158541667,16.24544600354717,3.804,-12.565,13.03275,-39.76,15.32,0.0,0.0833333333333333,0.9166666666666666,2.4849066497880004,3.4641016151377544,-30.0,0.0272583333333333,medium,1.7963341845849046,1.7963341845849046,12,-0.8177499999999996,16.24544600354717,3.804,0,1,11,RANDOM
RANDOM_MGC_464,20,400,20,20,-9.290999999999991,-9.290999999999991,-0.4645499999999997,-0.4645499999999997,277.3252087475,16.65308406114315,6.039,-12.477,11.77325,-35.704,19.124,0.0,0.1,0.9,2.995732273553991,4.47213595499958,-30.0,0.0154849999999999,medium,1.773572384043592,1.773572384043592,20,-0.4645499999999997,16.65308406114315,6.039,0,2,18,RANDOM
RANDOM_MGC_465,6,36,6,6,46.543,46.543,7.757166666666666,7.757166666666666,37.40530013888888,6.115987257907662,9.14,6.3855,11.464,-4.342,14.899,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.2585722222222222,small,6.173519511154729,6.173519511154729,6,7.757166666666666,6.115987257907662,9.14,0,0,6,RANDOM
RANDOM_MGC_466,20,400,20,20,98.155,98.155,4.90775,4.90775,175.08769248749996,13.232070604689952,9.5215,3.207,12.51375,-41.471,15.875,0.0,0.05,0.95,2.995732273553991,4.47213595499958,-30.0,-0.1635916666666666,medium,2.638116969208685,2.638116969208685,20,4.90775,13.232070604689952,9.5215,0,1,19,RANDOM
RANDOM_MGC_468,6,36,6,6,-25.760999999999992,-25.760999999999992,-4.293499999999999,-4.293499999999999,322.0502409166667,17.94575829873641,-4.796499999999999,-21.10475,12.82875,-24.875,16.544,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,0.1431166666666666,small,1.4324554901539066,1.4324554901539066,6,-4.293499999999999,17.94575829873641,-4.796499999999999,0,0,6,RANDOM
RANDOM_MGC_469,6,36,6,6,-79.54,-79.54,-13.256666666666668,-13.256666666666668,381.13370022222216,19.52264583047652,-7.899999999999999,-15.32375,-0.1612499999999999,-53.687,5.327,0.1666666666666666,0.0,0.8333333333333334,1.791759469228055,2.449489742783178,-30.0,0.4418888888888889,small,0.8576364842513078,0.8576364842513078,6,-13.256666666666668,19.52264583047652,-7.899999999999999,1,0,5,RANDOM
RANDOM_MGC_501,12,144,12,12,-6.670999999999999,-6.670999999999999,-0.5559166666666666,-0.5559166666666666,294.2828630763889,17.15467467124891,5.547499999999999,-7.19475,13.15925,-35.31,16.792,0.0,0.1666666666666666,0.8333333333333334,2.4849066497880004,3.4641016151377544,-30.0,0.0185305555555555,medium,1.7163883254913233,1.7163883254913233,12,-0.5559166666666666,17.15467467124891,5.547499999999999,0,2,10,RANDOM
RANDOM_MGC_478,20,400,20,20,-439.277,-439.277,-21.96385,-21.96385,1458.4129119275,38.18917270546064,-2.854,-41.382000000000005,6.016,-105.061,22.325,0.2,0.15,0.65,2.995732273553991,4.47213595499958,-30.0,0.7321283333333334,medium,0.2104300625200743,0.2104300625200743,20,-21.96385,38.18917270546064,-2.854,4,3,13,RANDOM
RANDOM_MGC_472,12,144,12,12,132.055,132.055,11.004583333333334,11.004583333333334,61.4591170763889,7.839586537336577,13.976,10.277,16.4495,-7.607,17.877,0.0,0.0,1.0,2.4849066497880004,3.4641016151377544,-30.0,-0.3668194444444445,medium,5.23045228699832,5.23045228699832,12,11.004583333333334,7.839586537336577,13.976,0,0,12,RANDOM
RANDOM_MGC_473,20,400,20,20,-265.64500000000004,-265.64500000000004,-13.28225,-13.28225,350.5006668875,18.72166303744141,-14.172,-26.17275,6.206,-47.71,10.561,0.0,0.25,0.75,2.995732273553991,4.47213595499958,-30.0,0.4427416666666667,medium,0.8929628722921789,0.8929628722921789,20,-13.28225,18.72166303744141,-14.172,0,5,15,RANDOM
RANDOM_MGC_474,6,36,6,6,64.924,64.924,10.820666666666668,10.820666666666668,5.629753888888889,2.3727102412407817,11.3415,10.55875,12.3245,5.989,13.302,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.3606888888888889,small,17.204235880618935,17.204235880618935,6,10.820666666666668,2.3727102412407817,11.3415,0,0,6,RANDOM
RANDOM_MGC_475,6,36,6,6,-97.148,-97.148,-16.191333333333336,-16.191333333333336,276.42530922222227,16.626043101779278,-12.5365,-28.832500000000003,-1.34875,-42.186,1.995,0.0,0.3333333333333333,0.6666666666666666,1.791759469228055,2.449489742783178,-30.0,0.5397111111111113,small,0.8305443804117707,0.8305443804117707,6,-16.191333333333336,16.626043101779278,-12.5365,0,2,4,RANDOM
RANDOM_MGC_476,6,36,6,6,54.477,54.477,9.0795,9.0795,21.04482091666667,4.587463451262219,8.788499999999999,6.11225,12.6415,2.14,15.614,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.30265,small,8.518759967285943,8.518759967285943,6,9.0795,4.587463451262219,8.788499999999999,0,0,6,RANDOM
RANDOM_MGC_477,6,36,6,6,-564.001,-564.001,-94.00016666666666,-94.00016666666666,2126.1668538055555,46.11037685603486,-75.45349999999999,-116.495,-58.076,-180.12,-50.515,1.0,0.0,0.0,1.791759469228055,2.449489742783178,-30.0,3.1333388888888885,small,-1.3879775232912763,-1.3879775232912763,6,-94.00016666666666,46.11037685603486,-75.45349999999999,6,0,0,RANDOM
RANDOM_MGC_484,12,144,12,12,-73.63,-73.63,-6.135833333333333,-6.135833333333333,394.9908229722223,19.87437603982128,3.864,-9.07975,5.66275,-50.373,12.33,0.0833333333333333,0.0833333333333333,0.8333333333333334,2.4849066497880004,3.4641016151377544,-30.0,0.2045277777777777,medium,1.2007504848882422,1.2007504848882422,12,-6.135833333333333,19.87437603982128,3.864,1,1,10,RANDOM
RANDOM_MGC_479,12,144,12,12,-368.823,-368.823,-30.73525,-30.73525,5722.2853706875,75.64578884966103,-8.3315,-25.88275,6.3975,-276.016,11.8,0.0833333333333333,0.1666666666666666,0.75,2.4849066497880004,3.4641016151377544,-30.0,1.0245083333333331,medium,-0.0097196421794376,-0.0097196421794376,12,-30.73525,75.64578884966103,-8.3315,1,2,9,RANDOM
RANDOM_MGC_480,12,144,12,12,49.6,49.6,4.133333333333334,4.133333333333334,152.65249405555554,12.355261796318018,9.386500000000002,3.752,11.4665,-31.981,12.55,0.0,0.0833333333333333,0.9166666666666666,2.4849066497880004,3.4641016151377544,-30.0,-0.1377777777777778,medium,2.762655611514876,2.762655611514876,12,4.133333333333334,12.355261796318018,9.386500000000002,0,1,11,RANDOM
RANDOM_MGC_481,20,400,20,20,-551.319,-551.319,-27.56595,-27.56595,5284.0822158475,72.69169289435692,-0.315,-34.42175,13.701,-292.629,32.527,0.2,0.15,0.65,2.995732273553991,4.47213595499958,-30.0,0.918865,medium,0.0334845689112979,0.0334845689112979,20,-27.56595,72.69169289435692,-0.315,4,3,13,RANDOM
RANDOM_MGC_482,20,400,20,20,7.084000000000017,7.084000000000017,0.3542000000000008,0.3542000000000008,347.78403126,18.648968637970302,9.8065,-6.8252500000000005,12.994,-44.748,17.56,0.0,0.15,0.85,2.995732273553991,4.47213595499958,-30.0,-0.0118066666666666,medium,1.6276610567190946,1.6276610567190946,20,0.3542000000000008,18.648968637970302,9.8065,0,3,17,RANDOM
RANDOM_MGC_490,6,36,6,6,44.513000000000005,44.513000000000005,7.4188333333333345,7.4188333333333345,129.2035878055556,11.366775611647991,11.4275,5.06725,13.143,-15.392,20.388,0.0,0.0,1.0,1.791759469228055,2.449489742783178,-30.0,-0.2472944444444444,small,3.29194792012862,3.29194792012862,6,7.4188333333333345,11.366775611647991,11.4275,0,0,6,RANDOM
RANDOM_MGC_486,6,36,6,6,-49.64999999999999,-49.64999999999999,-8.274999999999999,-8.274999999999999,913.5994536666668,30.22580774217071,2.3555,-15.4285,15.36725,-69.396,16.687,0.1666666666666666,0.0,0.8333333333333334,1.791759469228055,2.449489742783178,-30.0,0.2758333333333332,small,0.7187566395352116,0.7187566395352116,6,-8.274999999999999,30.22580774217071,2.3555,1,0,5,RANDOM
RANDOM_MGC_487,12,144,12,12,-259.054,-259.054,-21.58783333333333,-21.58783333333333,2085.445694472223,45.66668035310015,-5.704,-31.959,7.8045,-158.889,13.454,0.0833333333333333,0.25,0.6666666666666666,2.4849066497880004,3.4641016151377544,-30.0,0.7195944444444444,medium,0.184207973989412,0.184207973989412,12,-21.58783333333333,45.66668035310015,-5.704,1,3,8,RANDOM
